movement_id,registration_number,from_location,to_location,departure_time,arrival_time,movement_status,scenario
MOV-000216,GJ34B9811,ENTRY,Trichy,2026-09-22T09:03:00,2026-09-22T09:33:00,NORMAL,NORMAL
MOV-000217,JK02AG2454,ENTRY,Salem,2026-09-22T16:56:00,2026-09-22T17:26:00,NORMAL,NORMAL
MOV-000218,TS09EZ9296,ENTRY,Chennai,2026-09-22T08:52:00,2026-09-22T09:22:00,NORMAL,NORMAL
MOV-000219,UP32CX3400,ENTRY,Salem,2026-09-22T17:14:00,2026-09-22T17:44:00,NORMAL,NORMAL
MOV-000220,HR4281329,ENTRY,Salem,2026-09-22T17:59:00,2026-09-22T18:29:00,NORMAL,NORMAL
MOV-000221,TS21J8351,ENTRY,Trichy,2026-09-22T10:34:00,2026-09-22T11:04:00,NORMAL,NORMAL
MOV-000222,MH36H5700,ENTRY,Madurai,2026-09-22T17:19:00,2026-09-22T17:49:00,NORMAL,NORMAL
MOV-000223,GJ06JE4788,ENTRY,Tirunelveli,2026-09-22T18:48:00,2026-09-22T19:18:00,NORMAL,NORMAL
MOV-000224,PY02S9326,ENTRY,Chennai,2026-09-22T13:55:00,2026-09-22T14:25:00,NORMAL,NORMAL
MOV-000225,MP07CA5563,ENTRY,Coimbatore,2026-09-22T09:16:00,2026-09-22T09:46:00,NORMAL,NORMAL
MOV-000226,JK02BJ4045,ENTRY,Tirunelveli,2026-09-22T08:50:00,2026-09-22T09:20:00,NORMAL,NORMAL
MOV-000227,PB11BG7347,ENTRY,Trichy,2026-09-22T17:27:00,2026-09-22T17:57:00,NORMAL,NORMAL
MOV-000228,TN19Q0835,ENTRY,Coimbatore,2026-09-22T18:53:00,2026-09-22T19:23:00,NORMAL,NORMAL
MOV-000229,UP57H8173,ENTRY,Madurai,2026-09-22T09:52:00,2026-09-22T10:22:00,NORMAL,NORMAL
MOV-000230,GA07K7150,ENTRY,Chennai,2026-09-22T18:21:00,2026-09-22T18:51:00,NORMAL,NORMAL
MOV-000231,GJ06DQ3712,ENTRY,Thanjavur,2026-09-22T17:56:00,2026-09-22T18:26:00,NORMAL,NORMAL
MOV-000232,GJ06DG9355,ENTRY,Tirunelveli,2026-09-22T13:48:00,2026-09-22T14:18:00,NORMAL,NORMAL
MOV-000233,JK02BJ7997,ENTRY,Vellore,2026-09-22T10:14:00,2026-09-22T10:44:00,NORMAL,NORMAL
MOV-000234,AS23H2866,ENTRY,Vellore,2026-09-22T19:26:00,2026-09-22T19:56:00,NORMAL,NORMAL
MOV-000235,WB02AA5580,ENTRY,Vellore,2026-09-22T11:37:00,2026-09-22T12:07:00,NORMAL,NORMAL
MOV-000236,CG22AB1111,ENTRY,Chennai,2026-09-22T17:22:00,2026-09-22T17:52:00,NORMAL,NORMAL
MOV-000237,MH12KN8366,ENTRY,Madurai,2026-09-22T13:03:00,2026-09-22T13:33:00,NORMAL,NORMAL
MOV-000238,AS04X2780,ENTRY,Thanjavur,2026-09-22T09:39:00,2026-09-22T10:09:00,NORMAL,NORMAL
MOV-000239,GJ06PA0097,ENTRY,Chennai,2026-09-22T14:43:00,2026-09-22T15:13:00,NORMAL,NORMAL
MOV-000240,AP39JJ5441,ENTRY,Trichy,2026-09-22T12:20:00,2026-09-22T12:50:00,NORMAL,NORMAL
MOV-000241,GA05B5077,ENTRY,Tirunelveli,2026-09-22T13:01:00,2026-09-22T13:31:00,NORMAL,NORMAL
MOV-000242,JH01Z3792,ENTRY,Madurai,2026-09-22T12:28:00,2026-09-22T12:58:00,NORMAL,NORMAL
MOV-000243,GA07K6090,ENTRY,Coimbatore,2026-09-22T13:02:00,2026-09-22T13:32:00,NORMAL,NORMAL
MOV-000244,JH01DB1881,ENTRY,Chennai,2026-09-22T08:27:00,2026-09-22T08:57:00,NORMAL,NORMAL
MOV-000245,ML04C0056,ENTRY,Madurai,2026-09-22T14:08:00,2026-09-22T14:38:00,NORMAL,NORMAL
MOV-000246,AP31DA0020,ENTRY,Chennai,2026-09-22T17:29:00,2026-09-22T17:59:00,NORMAL,NORMAL
MOV-000247,MH49AS5099,ENTRY,Madurai,2026-09-22T07:30:00,2026-09-22T08:00:00,NORMAL,NORMAL
MOV-000248,KA03NC7167,ENTRY,Chennai,2026-09-22T10:31:00,2026-09-22T11:01:00,NORMAL,NORMAL
MOV-000249,HR26BY4812,ENTRY,Salem,2026-09-22T13:45:00,2026-09-22T14:15:00,NORMAL,NORMAL
MOV-000250,ML05L5154,ENTRY,Trichy,2026-09-22T16:00:00,2026-09-22T16:30:00,NORMAL,NORMAL
MOV-000251,TR01X0482,ENTRY,Salem,2026-09-22T17:03:00,2026-09-22T17:33:00,NORMAL,NORMAL
MOV-000252,HR20X8432,ENTRY,Salem,2026-09-22T14:20:00,2026-09-22T14:50:00,NORMAL,NORMAL
MOV-000253,DN09D2724,ENTRY,Coimbatore,2026-09-22T09:23:00,2026-09-22T09:53:00,NORMAL,NORMAL
MOV-000254,PB08C03690,ENTRY,Trichy,2026-09-22T10:19:00,2026-09-22T10:49:00,NORMAL,NORMAL
MOV-000255,CG12AG1130,ENTRY,Tirunelveli,2026-09-22T16:51:00,2026-09-22T17:21:00,NORMAL,NORMAL
MOV-000256,ML05D0571,ENTRY,Madurai,2026-09-22T16:42:00,2026-09-22T17:12:00,NORMAL,NORMAL
MOV-000257,HR71F9259,ENTRY,Salem,2026-09-22T09:50:00,2026-09-22T10:20:00,NORMAL,NORMAL
MOV-000258,OD02L4656,ENTRY,Tirunelveli,2026-09-22T14:19:00,2026-09-22T14:49:00,NORMAL,NORMAL
MOV-000259,HR29AS0015,ENTRY,Thanjavur,2026-09-22T16:23:00,2026-09-22T16:53:00,NORMAL,NORMAL
MOV-000260,JK05H3594,ENTRY,Trichy,2026-09-22T19:03:00,2026-09-22T19:33:00,NORMAL,NORMAL
MOV-000261,AP04BA4464,ENTRY,Salem,2026-09-22T10:50:00,2026-09-22T11:20:00,NORMAL,NORMAL
MOV-000262,AR08983,ENTRY,Tirunelveli,2026-09-22T12:44:00,2026-09-22T13:14:00,NORMAL,NORMAL
MOV-000263,HP24C8D32,ENTRY,Vellore,2026-09-22T15:42:00,2026-09-22T16:12:00,NORMAL,NORMAL
MOV-000264,AP05BY7799,ENTRY,Salem,2026-09-22T12:01:00,2026-09-22T12:31:00,NORMAL,NORMAL
MOV-000265,HR51BU8218,ENTRY,Vellore,2026-09-22T12:22:00,2026-09-22T12:52:00,NORMAL,NORMAL
MOV-000266,PY02S7828,ENTRY,Vellore,2026-09-22T16:01:00,2026-09-22T16:31:00,NORMAL,NORMAL
MOV-000267,UP52AH9705,ENTRY,Coimbatore,2026-09-22T13:57:00,2026-09-22T14:27:00,NORMAL,NORMAL
MOV-000268,DN09H2191,ENTRY,Tirunelveli,2026-09-22T15:21:00,2026-09-22T15:51:00,NORMAL,NORMAL
MOV-000269,SK01T3835,ENTRY,Madurai,2026-09-22T10:09:00,2026-09-22T10:39:00,NORMAL,NORMAL
MOV-000270,ML133317,ENTRY,Madurai,2026-09-22T12:23:00,2026-09-22T12:53:00,NORMAL,NORMAL
MOV-000271,TS13EK6213,ENTRY,Tirunelveli,2026-09-22T15:14:00,2026-09-22T15:44:00,NORMAL,NORMAL
MOV-000272,JK10A5217,ENTRY,Madurai,2026-09-22T13:59:00,2026-09-22T14:29:00,NORMAL,NORMAL
MOV-000273,DL9CAU4743,ENTRY,Thanjavur,2026-09-22T09:06:00,2026-09-22T09:36:00,NORMAL,NORMAL
MOV-000274,PB35F9333,ENTRY,Chennai,2026-09-22T13:20:00,2026-09-22T13:50:00,NORMAL,NORMAL
MOV-000275,DN0909704,ENTRY,Chennai,2026-09-22T18:22:00,2026-09-22T18:52:00,NORMAL,NORMAL
MOV-000276,CG09JA2359,ENTRY,Chennai,2026-09-22T10:18:00,2026-09-22T10:48:00,NORMAL,NORMAL
MOV-000277,KL02AF6723,ENTRY,Vellore,2026-09-22T07:54:00,2026-09-22T08:24:00,NORMAL,NORMAL
MOV-000278,KL46R3613,ENTRY,Chennai,2026-09-22T11:07:00,2026-09-22T11:37:00,NORMAL,NORMAL
MOV-000279,RJ20UB0137,ENTRY,Trichy,2026-09-22T07:40:00,2026-09-22T08:10:00,NORMAL,NORMAL
MOV-000280,HR09G8378,ENTRY,Trichy,2026-09-22T12:26:00,2026-09-22T12:56:00,NORMAL,NORMAL
MOV-000281,HP52B5958,ENTRY,Salem,2026-09-22T07:43:00,2026-09-22T08:13:00,NORMAL,NORMAL
MOV-000282,AS01AT8119,ENTRY,Thanjavur,2026-09-22T14:38:00,2026-09-22T15:08:00,NORMAL,NORMAL
MOV-000283,DL4CNA7231,ENTRY,Vellore,2026-09-22T13:37:00,2026-09-22T14:07:00,NORMAL,NORMAL
MOV-000284,JK02CC0447,ENTRY,Vellore,2026-09-22T07:55:00,2026-09-22T08:25:00,NORMAL,NORMAL
MOV-000285,DL11CA4900,ENTRY,Trichy,2026-09-22T16:32:00,2026-09-22T17:02:00,NORMAL,NORMAL
MOV-000286,JK10A4638,ENTRY,Coimbatore,2026-09-22T10:36:00,2026-09-22T11:06:00,NORMAL,NORMAL
MOV-000287,DL3CBS5881,ENTRY,Madurai,2026-09-22T07:51:00,2026-09-22T08:21:00,NORMAL,NORMAL
MOV-000288,WB02M8447,ENTRY,Vellore,2026-09-22T15:07:00,2026-09-22T15:37:00,NORMAL,NORMAL
MOV-000289,KL34A7564,ENTRY,Chennai,2026-09-22T13:52:00,2026-09-22T14:22:00,NORMAL,NORMAL
MOV-000290,TN47T4464,ENTRY,Madurai,2026-09-22T15:37:00,2026-09-22T16:07:00,NORMAL,NORMAL
MOV-000291,JH01BX0013,ENTRY,Madurai,2026-09-22T12:09:00,2026-09-22T12:39:00,NORMAL,NORMAL
MOV-000292,ML05J3288,ENTRY,Trichy,2026-09-22T11:08:00,2026-09-22T11:38:00,NORMAL,NORMAL
MOV-000293,PB65AN2583,ENTRY,Madurai,2026-09-22T16:57:00,2026-09-22T17:27:00,NORMAL,NORMAL
MOV-000294,CG07R2684,ENTRY,Salem,2026-09-22T10:44:00,2026-09-22T11:14:00,NORMAL,NORMAL
MOV-000295,AS01AN8668,ENTRY,Tirunelveli,2026-09-22T17:17:00,2026-09-22T17:47:00,NORMAL,NORMAL
MOV-000296,ML05H1958,ENTRY,Chennai,2026-09-22T10:14:00,2026-09-22T10:44:00,NORMAL,NORMAL
MOV-000297,JK11D8143,ENTRY,Coimbatore,2026-09-22T18:37:00,2026-09-22T19:07:00,NORMAL,NORMAL
MOV-000298,OD22J9911,ENTRY,Chennai,2026-09-22T09:53:00,2026-09-22T10:23:00,NORMAL,NORMAL
MOV-000299,SK04P1320,ENTRY,Tirunelveli,2026-09-22T07:36:00,2026-09-22T08:06:00,NORMAL,NORMAL
MOV-000300,CG04HD6930,ENTRY,Chennai,2026-09-22T19:04:00,2026-09-22T19:34:00,NORMAL,NORMAL
MOV-000301,UP85BN4203,ENTRY,Salem,2026-09-22T14:09:00,2026-09-22T14:39:00,NORMAL,NORMAL
MOV-000302,KA51P7755,ENTRY,Tirunelveli,2026-09-22T09:14:00,2026-09-22T09:44:00,NORMAL,NORMAL
MOV-000303,SK01PB3596,ENTRY,Thanjavur,2026-09-22T10:11:00,2026-09-22T10:41:00,NORMAL,NORMAL
MOV-000304,OD02J0435,ENTRY,Vellore,2026-09-22T08:14:00,2026-09-22T08:44:00,NORMAL,NORMAL
MOV-000305,ML05H6564,ENTRY,Chennai,2026-09-22T14:54:00,2026-09-22T15:24:00,NORMAL,NORMAL
MOV-000306,HR29K7840,ENTRY,Vellore,2026-09-22T13:32:00,2026-09-22T14:02:00,NORMAL,NORMAL
MOV-000307,WB36G6682,ENTRY,Tirunelveli,2026-09-22T12:45:00,2026-09-22T13:15:00,NORMAL,NORMAL
MOV-000308,AS06U1295,ENTRY,Vellore,2026-09-22T09:36:00,2026-09-22T10:06:00,NORMAL,NORMAL
MOV-000309,KL03S6394,ENTRY,Madurai,2026-09-22T13:41:00,2026-09-22T14:11:00,NORMAL,NORMAL
MOV-000310,AN01D4163,ENTRY,Vellore,2026-09-22T17:05:00,2026-09-22T17:35:00,NORMAL,NORMAL
MOV-000311,CG04FJ5834,ENTRY,Chennai,2026-09-22T13:42:00,2026-09-22T14:12:00,NORMAL,NORMAL
MOV-000312,HR29AQ4939,ENTRY,Thanjavur,2026-09-22T10:12:00,2026-09-22T10:42:00,NORMAL,NORMAL
MOV-000313,UK07AM5665,ENTRY,Chennai,2026-09-22T12:34:00,2026-09-22T13:04:00,NORMAL,NORMAL
MOV-000314,ML08E9223,ENTRY,Vellore,2026-09-22T14:38:00,2026-09-22T15:08:00,NORMAL,NORMAL
MOV-000315,UP70ET7816,ENTRY,Tirunelveli,2026-09-22T17:10:00,2026-09-22T17:40:00,NORMAL,NORMAL
MOV-000316,PB13AF6756,ENTRY,Coimbatore,2026-09-22T11:27:00,2026-09-22T11:57:00,NORMAL,NORMAL
MOV-000317,OD25F7400,ENTRY,Thanjavur,2026-09-22T08:34:00,2026-09-22T09:04:00,NORMAL,NORMAL
MOV-000318,MH48AC6244,ENTRY,Thanjavur,2026-09-22T09:43:00,2026-09-22T10:13:00,NORMAL,NORMAL
MOV-000319,NL07T0937,ENTRY,Trichy,2026-09-22T12:14:00,2026-09-22T12:44:00,NORMAL,NORMAL
MOV-000320,ML111909,ENTRY,Trichy,2026-09-22T15:23:00,2026-09-22T15:53:00,NORMAL,NORMAL
MOV-000321,KA51D9662,ENTRY,Tirunelveli,2026-09-22T10:45:00,2026-09-22T11:15:00,NORMAL,NORMAL
MOV-000322,KL07BU7707,ENTRY,Tirunelveli,2026-09-22T18:53:00,2026-09-22T19:23:00,NORMAL,NORMAL
MOV-000323,MH04DR8508,ENTRY,Tirunelveli,2026-09-22T09:55:00,2026-09-22T10:25:00,NORMAL,NORMAL
MOV-000324,JH09AA2570,ENTRY,Coimbatore,2026-09-22T18:03:00,2026-09-22T18:33:00,NORMAL,NORMAL
MOV-000325,AS06Q4437,ENTRY,Thanjavur,2026-09-22T17:58:00,2026-09-22T18:28:00,NORMAL,NORMAL
MOV-000326,PB06AN6162,ENTRY,Madurai,2026-09-22T10:02:00,2026-09-22T10:32:00,NORMAL,NORMAL
MOV-000327,AP31TP2282,ENTRY,Trichy,2026-09-22T14:05:00,2026-09-22T14:35:00,NORMAL,NORMAL
MOV-000328,PB08BF6160,ENTRY,Chennai,2026-09-22T11:44:00,2026-09-22T12:14:00,NORMAL,NORMAL
MOV-000329,UP16U3849,ENTRY,Thanjavur,2026-09-22T17:47:00,2026-09-22T18:17:00,NORMAL,NORMAL
MOV-000330,DL12CK8643,ENTRY,Chennai,2026-09-22T17:00:00,2026-09-22T17:30:00,NORMAL,NORMAL
MOV-000331,TN07BT5778,ENTRY,Coimbatore,2026-09-22T13:04:00,2026-09-22T13:34:00,NORMAL,NORMAL
MOV-000332,DL10CH1252,ENTRY,Tirunelveli,2026-09-22T10:58:00,2026-09-22T11:28:00,NORMAL,NORMAL
MOV-000333,HP48B2252,ENTRY,Thanjavur,2026-09-22T19:14:00,2026-09-22T19:44:00,NORMAL,NORMAL
MOV-000334,ML05G6098,ENTRY,Tirunelveli,2026-09-22T09:44:00,2026-09-22T10:14:00,NORMAL,NORMAL
MOV-000335,GJ09AG8384,ENTRY,Thanjavur,2026-09-22T11:48:00,2026-09-22T12:18:00,NORMAL,NORMAL
MOV-000336,HP20E3953,ENTRY,Madurai,2026-09-22T19:05:00,2026-09-22T19:35:00,NORMAL,NORMAL
MOV-000337,MP04CL3546,ENTRY,Coimbatore,2026-09-22T17:24:00,2026-09-22T17:54:00,NORMAL,NORMAL
MOV-000338,AP16BS4500,ENTRY,Salem,2026-09-22T14:56:00,2026-09-22T15:26:00,NORMAL,NORMAL
MOV-000339,CG13AE4060,ENTRY,Vellore,2026-09-22T18:54:00,2026-09-22T19:24:00,NORMAL,NORMAL
MOV-000340,GJ05RE8119,ENTRY,Trichy,2026-09-22T18:25:00,2026-09-22T18:55:00,NORMAL,NORMAL
MOV-000341,OD01Q4668,ENTRY,Salem,2026-09-22T08:58:00,2026-09-22T09:28:00,NORMAL,NORMAL
MOV-000342,UP32BF3577,ENTRY,Chennai,2026-09-22T08:50:00,2026-09-22T09:20:00,NORMAL,NORMAL
MOV-000343,AP04AS8753,ENTRY,Chennai,2026-09-22T10:49:00,2026-09-22T11:19:00,NORMAL,NORMAL
MOV-000344,DN09C0868,ENTRY,Chennai,2026-09-22T09:27:00,2026-09-22T09:57:00,NORMAL,NORMAL
MOV-000345,UP16AJ0704,ENTRY,Thanjavur,2026-09-22T10:01:00,2026-09-22T10:31:00,NORMAL,NORMAL
MOV-000346,MP09BD1270,ENTRY,Thanjavur,2026-09-22T08:41:00,2026-09-22T09:11:00,NORMAL,NORMAL
MOV-000347,GJ06HS1855,ENTRY,Vellore,2026-09-22T17:33:00,2026-09-22T18:03:00,NORMAL,NORMAL
MOV-000348,JK02ACB876,ENTRY,Tirunelveli,2026-09-22T16:05:00,2026-09-22T16:35:00,NORMAL,NORMAL
MOV-000349,HP01A7630,ENTRY,Chennai,2026-09-22T08:18:00,2026-09-22T08:48:00,NORMAL,NORMAL
MOV-000350,TS07EL3335,ENTRY,Salem,2026-09-22T12:22:00,2026-09-22T12:52:00,NORMAL,NORMAL
MOV-000351,HR26BQ8176,ENTRY,Madurai,2026-09-22T09:17:00,2026-09-22T09:47:00,NORMAL,NORMAL
MOV-000352,HP666807,ENTRY,Tirunelveli,2026-09-22T08:51:00,2026-09-22T09:21:00,NORMAL,NORMAL
MOV-000353,HP22E8000,ENTRY,Madurai,2026-09-22T08:00:00,2026-09-22T08:30:00,NORMAL,NORMAL
MOV-000354,SK01PA2969,ENTRY,Trichy,2026-09-22T13:50:00,2026-09-22T14:20:00,NORMAL,NORMAL
MOV-000355,GJ01RA8370,ENTRY,Chennai,2026-09-22T18:30:00,2026-09-22T19:00:00,NORMAL,NORMAL
MOV-000356,ML04B8389,ENTRY,Coimbatore,2026-09-22T16:50:00,2026-09-22T17:20:00,NORMAL,NORMAL
MOV-000357,HR10AE9885,ENTRY,Vellore,2026-09-22T14:31:00,2026-09-22T15:01:00,NORMAL,NORMAL
MOV-000358,AS07AC6653,ENTRY,Tirunelveli,2026-09-22T13:25:00,2026-09-22T13:55:00,NORMAL,NORMAL
MOV-000359,NL078440,ENTRY,Chennai,2026-09-22T13:22:00,2026-09-22T13:52:00,NORMAL,NORMAL
MOV-000360,RJ14CW4115,ENTRY,Tirunelveli,2026-09-22T17:37:00,2026-09-22T18:07:00,NORMAL,NORMAL
MOV-000361,UP14AK8604,ENTRY,Salem,2026-09-22T11:42:00,2026-09-22T12:12:00,NORMAL,NORMAL
MOV-000362,TR03H0259,ENTRY,Tirunelveli,2026-09-22T07:59:00,2026-09-22T08:29:00,NORMAL,NORMAL
MOV-000363,JK02W2657,ENTRY,Salem,2026-09-22T08:30:00,2026-09-22T09:00:00,NORMAL,NORMAL
MOV-000364,HP302165,ENTRY,Trichy,2026-09-22T15:37:00,2026-09-22T16:07:00,NORMAL,NORMAL
MOV-000365,DL6CL0457,ENTRY,Madurai,2026-09-22T13:43:00,2026-09-22T14:13:00,NORMAL,NORMAL
MOV-000366,KA03MQ6984,ENTRY,Trichy,2026-09-22T17:16:00,2026-09-22T17:46:00,NORMAL,NORMAL
MOV-000367,DN09J0032,ENTRY,Trichy,2026-09-22T16:03:00,2026-09-22T16:33:00,NORMAL,NORMAL
MOV-000368,PB07BL8058,ENTRY,Salem,2026-09-22T09:34:00,2026-09-22T10:04:00,NORMAL,NORMAL
MOV-000369,RJ14CF5807,ENTRY,Chennai,2026-09-22T12:56:00,2026-09-22T13:26:00,NORMAL,NORMAL
MOV-000370,CG07BR3255,ENTRY,Salem,2026-09-22T14:39:00,2026-09-22T15:09:00,NORMAL,NORMAL
MOV-000371,BR01BR5435,ENTRY,Madurai,2026-09-22T18:29:00,2026-09-22T18:59:00,NORMAL,NORMAL
MOV-000372,TR02L0569,ENTRY,Coimbatore,2026-09-22T15:10:00,2026-09-22T15:40:00,NORMAL,NORMAL
MOV-000373,ML069642,ENTRY,Thanjavur,2026-09-22T12:15:00,2026-09-22T12:45:00,NORMAL,NORMAL
MOV-000374,MH12FK1392,ENTRY,Salem,2026-09-22T18:27:00,2026-09-22T18:57:00,NORMAL,NORMAL
MOV-000375,UP32HY6077,ENTRY,Madurai,2026-09-22T10:25:00,2026-09-22T10:55:00,NORMAL,NORMAL
MOV-000376,AP10AS3445,ENTRY,Thanjavur,2026-09-22T19:02:00,2026-09-22T19:32:00,NORMAL,NORMAL
MOV-000377,CG07MA2529,ENTRY,Salem,2026-09-22T12:34:00,2026-09-22T13:04:00,NORMAL,NORMAL
MOV-000378,OR02BV0701,ENTRY,Tirunelveli,2026-09-22T15:00:00,2026-09-22T15:30:00,NORMAL,NORMAL
MOV-000379,JK01AF7715,ENTRY,Thanjavur,2026-09-22T17:21:00,2026-09-22T17:51:00,NORMAL,NORMAL
MOV-000380,NL02C6709,ENTRY,Chennai,2026-09-22T17:55:00,2026-09-22T18:25:00,NORMAL,NORMAL
MOV-000381,GJ16CH9827,ENTRY,Vellore,2026-09-22T12:42:00,2026-09-22T13:12:00,NORMAL,NORMAL
MOV-000382,AS23E0596,ENTRY,Tirunelveli,2026-09-22T15:43:00,2026-09-22T16:13:00,NORMAL,NORMAL
MOV-000383,JK072483,ENTRY,Salem,2026-09-22T09:51:00,2026-09-22T10:21:00,NORMAL,NORMAL
MOV-000384,AS01DS7523,ENTRY,Tirunelveli,2026-09-22T14:52:00,2026-09-22T15:22:00,NORMAL,NORMAL
MOV-000385,PY01BD9020,ENTRY,Coimbatore,2026-09-22T14:12:00,2026-09-22T14:42:00,NORMAL,NORMAL
MOV-000386,HR29W8286,ENTRY,Salem,2026-09-22T13:11:00,2026-09-22T13:41:00,NORMAL,NORMAL
MOV-000387,MN01G5395,ENTRY,Thanjavur,2026-09-22T13:01:00,2026-09-22T13:31:00,NORMAL,NORMAL
MOV-000388,KA25P5080,ENTRY,Salem,2026-09-22T17:28:00,2026-09-22T17:58:00,NORMAL,NORMAL
MOV-000389,WB20H0271,ENTRY,Coimbatore,2026-09-22T13:48:00,2026-09-22T14:18:00,NORMAL,NORMAL
MOV-000390,TS09EG6565,ENTRY,Coimbatore,2026-09-22T13:47:00,2026-09-22T14:17:00,NORMAL,NORMAL
MOV-000391,JK10B2313,ENTRY,Vellore,2026-09-22T13:58:00,2026-09-22T14:28:00,NORMAL,NORMAL
MOV-000392,JK01M4723,ENTRY,Trichy,2026-09-22T08:00:00,2026-09-22T08:30:00,NORMAL,NORMAL
MOV-000393,AP318L4935,ENTRY,Vellore,2026-09-22T12:41:00,2026-09-22T13:11:00,NORMAL,NORMAL
MOV-000394,PB10CX0209,ENTRY,Trichy,2026-09-22T14:10:00,2026-09-22T14:40:00,NORMAL,NORMAL
MOV-000395,AS25S6858,ENTRY,Salem,2026-09-22T18:33:00,2026-09-22T19:03:00,NORMAL,NORMAL
MOV-000396,GJ12CG2526,ENTRY,Salem,2026-09-22T09:40:00,2026-09-22T10:10:00,NORMAL,NORMAL
MOV-000397,GJ01RS0198,ENTRY,Thanjavur,2026-09-22T09:01:00,2026-09-22T09:31:00,NORMAL,NORMAL
MOV-000398,ML08B1100,ENTRY,Vellore,2026-09-22T17:13:00,2026-09-22T17:43:00,NORMAL,NORMAL
MOV-000399,RJ20CD5118,ENTRY,Madurai,2026-09-22T16:52:00,2026-09-22T17:22:00,NORMAL,NORMAL
MOV-000400,HP01N0304,ENTRY,Salem,2026-09-22T15:29:00,2026-09-22T15:59:00,NORMAL,NORMAL
MOV-000401,AP05DY3395,ENTRY,Trichy,2026-09-22T13:17:00,2026-09-22T13:47:00,NORMAL,NORMAL
MOV-000402,HP16A2014,ENTRY,Chennai,2026-09-22T10:48:00,2026-09-22T11:18:00,NORMAL,NORMAL
MOV-000403,MP65C0654,ENTRY,Coimbatore,2026-09-22T13:16:00,2026-09-22T13:46:00,NORMAL,NORMAL
MOV-000404,MN06LA0861,ENTRY,Madurai,2026-09-22T17:23:00,2026-09-22T17:53:00,NORMAL,NORMAL
MOV-000405,MH12KY6921,ENTRY,Salem,2026-09-22T13:04:00,2026-09-22T13:34:00,NORMAL,NORMAL
MOV-000406,MH12MF6822,ENTRY,Madurai,2026-09-22T10:08:00,2026-09-22T10:38:00,NORMAL,NORMAL
MOV-000407,AN01K9412,ENTRY,Coimbatore,2026-09-22T10:04:00,2026-09-22T10:34:00,NORMAL,NORMAL
MOV-000408,DL9CAU5573,ENTRY,Trichy,2026-09-22T09:16:00,2026-09-22T09:46:00,NORMAL,NORMAL
MOV-000409,ML04B8918,ENTRY,Salem,2026-09-22T13:41:00,2026-09-22T14:11:00,NORMAL,NORMAL
MOV-000410,MH12NJ5838,ENTRY,Coimbatore,2026-09-22T13:40:00,2026-09-22T14:10:00,NORMAL,NORMAL
MOV-000411,DL12CN8660,ENTRY,Chennai,2026-09-22T09:57:00,2026-09-22T10:27:00,NORMAL,NORMAL
MOV-000412,HR51AQ0911,ENTRY,Thanjavur,2026-09-22T10:54:00,2026-09-22T11:24:00,NORMAL,NORMAL
MOV-000413,TN07AP0659,ENTRY,Chennai,2026-09-22T13:51:00,2026-09-22T14:21:00,NORMAL,NORMAL
MOV-000414,AP07AN3915,ENTRY,Coimbatore,2026-09-22T18:27:00,2026-09-22T18:57:00,NORMAL,NORMAL
MOV-000415,MH05BS3471,ENTRY,Thanjavur,2026-09-22T10:27:00,2026-09-22T10:57:00,NORMAL,NORMAL
MOV-000416,JK02AS3888,ENTRY,Salem,2026-09-22T16:14:00,2026-09-22T16:44:00,NORMAL,NORMAL
MOV-000417,MP20TA0919,ENTRY,Salem,2026-09-22T07:47:00,2026-09-22T08:17:00,NORMAL,NORMAL
MOV-000418,DL12CJ9823,ENTRY,Thanjavur,2026-09-22T08:24:00,2026-09-22T08:54:00,NORMAL,NORMAL
MOV-000419,BR01DG6692,ENTRY,Tirunelveli,2026-09-22T18:20:00,2026-09-22T18:50:00,NORMAL,NORMAL
MOV-000420,AS23X5585,ENTRY,Madurai,2026-09-22T11:42:00,2026-09-22T12:12:00,NORMAL,NORMAL
MOV-000421,DL2CAX2886,ENTRY,Coimbatore,2026-09-22T16:41:00,2026-09-22T17:11:00,NORMAL,NORMAL
MOV-000422,ML06A1659,ENTRY,Coimbatore,2026-09-22T13:55:00,2026-09-22T14:25:00,NORMAL,NORMAL
MOV-000423,OR05AN4494,ENTRY,Chennai,2026-09-22T15:51:00,2026-09-22T16:21:00,NORMAL,NORMAL
MOV-000424,CH01AF1382,ENTRY,Trichy,2026-09-22T09:56:00,2026-09-22T10:26:00,NORMAL,NORMAL
MOV-000425,NL01CB433,ENTRY,Thanjavur,2026-09-22T11:57:00,2026-09-22T12:27:00,NORMAL,NORMAL
MOV-000426,AR168272,ENTRY,Salem,2026-09-22T17:18:00,2026-09-22T17:48:00,NORMAL,NORMAL
MOV-000427,KA02MF3336,ENTRY,Salem,2026-09-22T07:57:00,2026-09-22T08:27:00,NORMAL,NORMAL
MOV-000428,UP45Q3028,ENTRY,Tirunelveli,2026-09-22T17:12:00,2026-09-22T17:42:00,NORMAL,NORMAL
MOV-000429,DL9C0S1537,ENTRY,Tirunelveli,2026-09-22T15:21:00,2026-09-22T15:51:00,NORMAL,NORMAL
MOV-000430,PY01AP0555,ENTRY,Salem,2026-09-22T14:20:00,2026-09-22T14:50:00,NORMAL,NORMAL
MOV-000431,PY055353,ENTRY,Trichy,2026-09-22T13:26:00,2026-09-22T13:56:00,NORMAL,NORMAL
MOV-000432,UK07AA2432,ENTRY,Vellore,2026-09-22T18:47:00,2026-09-22T19:17:00,NORMAL,NORMAL
