event_id,registration_number,camera_id,location,timestamp,detected_vehicle_type,detected_colour,ocr_confidence,event_type
ANPR-000225,MP07CA5563,CAM-COI-02,Coimbatore,2026-09-22T09:46:00,Mini Truck,Yellow,0.908,NORMAL
ANPR-000226,JK02BJ4045,CAM-TIR-01,Tirunelveli,2026-09-22T09:20:00,Truck,Silver,0.938,NORMAL
ANPR-000227,PB11BG7347,CAM-TRI-04,Trichy,2026-09-22T17:57:00,Mini Truck,Blue,0.985,NORMAL
ANPR-000228,TN19Q0835,CAM-COI-04,Coimbatore,2026-09-22T19:23:00,Truck,Red,0.937,NORMAL
ANPR-000229,UP57H8173,CAM-MAD-03,Madurai,2026-09-22T10:22:00,Bike,Yellow,0.895,NORMAL
ANPR-000230,GA07K7150,CAM-CHE-01,Chennai,2026-09-22T18:51:00,Mini Truck,Black,0.897,NORMAL
ANPR-000231,GJ06DQ3712,CAM-THA-04,Thanjavur,2026-09-22T18:26:00,Truck,Silver,0.964,NORMAL
ANPR-000232,GJ06DG9355,CAM-TIR-02,Tirunelveli,2026-09-22T14:18:00,Truck,Red,0.985,NORMAL
ANPR-000233,JK02BJ7997,CAM-VEL-02,Vellore,2026-09-22T10:44:00,Car,Black,0.886,NORMAL
ANPR-000234,AS23H2866,CAM-VEL-04,Vellore,2026-09-22T19:56:00,Mini Truck,Black,0.99,NORMAL
ANPR-000235,WB02AA5580,CAM-VEL-02,Vellore,2026-09-22T12:07:00,Mini Truck,Black,0.897,NORMAL
ANPR-000236,CG22AB1111,CAM-CHE-02,Chennai,2026-09-22T17:52:00,Car,White,0.973,NORMAL
ANPR-000237,MH12KN8366,CAM-MAD-03,Madurai,2026-09-22T13:33:00,Bike,Blue,0.952,NORMAL
ANPR-000238,AS04X2780,CAM-THA-01,Thanjavur,2026-09-22T10:09:00,Truck,Grey,0.972,NORMAL
ANPR-000239,GJ06PA0097,CAM-CHE-02,Chennai,2026-09-22T15:13:00,Mini Truck,Red,0.941,NORMAL
ANPR-000240,AP39JJ5441,CAM-TRI-03,Trichy,2026-09-22T12:50:00,Bike,Grey,0.914,NORMAL
ANPR-000241,GA05B5077,CAM-TIR-02,Tirunelveli,2026-09-22T13:31:00,Car,Red,0.915,NORMAL
ANPR-000242,JH01Z3792,CAM-MAD-04,Madurai,2026-09-22T12:58:00,Mini Truck,Red,0.988,NORMAL
ANPR-000243,GA07K6090,CAM-COI-02,Coimbatore,2026-09-22T13:32:00,Truck,Silver,0.918,NORMAL
ANPR-000244,JH01DB1881,CAM-CHE-02,Chennai,2026-09-22T08:57:00,Truck,Red,0.946,NORMAL
ANPR-000245,ML04C0056,CAM-MAD-01,Madurai,2026-09-22T14:38:00,Mini Truck,Silver,0.976,NORMAL
ANPR-000246,AP31DA0020,CAM-CHE-01,Chennai,2026-09-22T17:59:00,Truck,Silver,0.968,NORMAL
ANPR-000247,MH49AS5099,CAM-MAD-03,Madurai,2026-09-22T08:00:00,Car,Yellow,0.943,NORMAL
ANPR-000248,KA03NC7167,CAM-CHE-03,Chennai,2026-09-22T11:01:00,Bike,Blue,0.915,NORMAL
ANPR-000249,HR26BY4812,CAM-SAL-03,Salem,2026-09-22T14:15:00,Truck,Black,0.923,NORMAL
ANPR-000250,ML05L5154,CAM-TRI-02,Trichy,2026-09-22T16:30:00,Car,Silver,0.979,NORMAL
ANPR-000251,TR01X0482,CAM-SAL-01,Salem,2026-09-22T17:33:00,Truck,Blue,0.965,NORMAL
ANPR-000252,HR20X8432,CAM-SAL-01,Salem,2026-09-22T14:50:00,Truck,Black,0.978,NORMAL
ANPR-000253,DN09D2724,CAM-COI-04,Coimbatore,2026-09-22T09:53:00,Car,Blue,0.894,NORMAL
ANPR-000254,PB08C03690,CAM-TRI-01,Trichy,2026-09-22T10:49:00,Truck,Blue,0.95,NORMAL
ANPR-000255,CG12AG1130,CAM-TIR-03,Tirunelveli,2026-09-22T17:21:00,Bike,Silver,0.979,NORMAL
ANPR-000256,ML05D0571,CAM-MAD-04,Madurai,2026-09-22T17:12:00,Truck,Red,0.892,NORMAL
ANPR-000257,HR71F9259,CAM-SAL-03,Salem,2026-09-22T10:20:00,Bus,Red,0.972,NORMAL
ANPR-000258,OD02L4656,CAM-TIR-02,Tirunelveli,2026-09-22T14:49:00,Mini Truck,Yellow,0.892,NORMAL
ANPR-000259,HR29AS0015,CAM-THA-01,Thanjavur,2026-09-22T16:53:00,Truck,Red,0.963,NORMAL
ANPR-000260,JK05H3594,CAM-TRI-01,Trichy,2026-09-22T19:33:00,Truck,Black,0.941,NORMAL
ANPR-000261,AP04BA4464,CAM-SAL-02,Salem,2026-09-22T11:20:00,Bike,Silver,0.936,NORMAL
ANPR-000262,AR08983,CAM-TIR-03,Tirunelveli,2026-09-22T13:14:00,Truck,Grey,0.902,NORMAL
ANPR-000263,HP24C8D32,CAM-VEL-02,Vellore,2026-09-22T16:12:00,Car,Silver,0.907,NORMAL
ANPR-000264,AP05BY7799,CAM-SAL-02,Salem,2026-09-22T12:31:00,Truck,Yellow,0.981,NORMAL
ANPR-000265,HR51BU8218,CAM-VEL-04,Vellore,2026-09-22T12:52:00,Mini Truck,Silver,0.898,NORMAL
ANPR-000266,PY02S7828,CAM-VEL-01,Vellore,2026-09-22T16:31:00,Mini Truck,Black,0.917,NORMAL
ANPR-000267,UP52AH9705,CAM-COI-04,Coimbatore,2026-09-22T14:27:00,Bike,Yellow,0.941,NORMAL
ANPR-000268,DN09H2191,CAM-TIR-01,Tirunelveli,2026-09-22T15:51:00,Truck,Yellow,0.908,NORMAL
ANPR-000269,SK01T3835,CAM-MAD-04,Madurai,2026-09-22T10:39:00,Truck,Blue,0.963,NORMAL
ANPR-000270,ML133317,CAM-MAD-02,Madurai,2026-09-22T12:53:00,Mini Truck,Black,0.925,NORMAL
ANPR-000271,TS13EK6213,CAM-TIR-01,Tirunelveli,2026-09-22T15:44:00,Car,Red,0.881,NORMAL
ANPR-000272,JK10A5217,CAM-MAD-01,Madurai,2026-09-22T14:29:00,Bike,Yellow,0.95,NORMAL
ANPR-000273,DL9CAU4743,CAM-THA-01,Thanjavur,2026-09-22T09:36:00,Truck,Blue,0.932,NORMAL
ANPR-000274,PB35F9333,CAM-CHE-03,Chennai,2026-09-22T13:50:00,Bus,Silver,0.935,NORMAL
ANPR-000275,DN0909704,CAM-CHE-03,Chennai,2026-09-22T18:52:00,Truck,Yellow,0.977,NORMAL
ANPR-000276,CG09JA2359,CAM-CHE-01,Chennai,2026-09-22T10:48:00,Mini Truck,Black,0.956,NORMAL
ANPR-000277,KL02AF6723,CAM-VEL-01,Vellore,2026-09-22T08:24:00,Mini Truck,Red,0.893,NORMAL
ANPR-000278,KL46R3613,CAM-CHE-04,Chennai,2026-09-22T11:37:00,Mini Truck,White,0.894,NORMAL
ANPR-000279,RJ20UB0137,CAM-TRI-04,Trichy,2026-09-22T08:10:00,Car,Grey,0.949,NORMAL
ANPR-000280,HR09G8378,CAM-TRI-01,Trichy,2026-09-22T12:56:00,Truck,Grey,0.955,NORMAL
ANPR-000281,HP52B5958,CAM-SAL-02,Salem,2026-09-22T08:13:00,Car,Yellow,0.941,NORMAL
ANPR-000282,AS01AT8119,CAM-THA-04,Thanjavur,2026-09-22T15:08:00,Car,Black,0.949,NORMAL
ANPR-000283,DL4CNA7231,CAM-VEL-03,Vellore,2026-09-22T14:07:00,Bus,Silver,0.949,NORMAL
ANPR-000284,JK02CC0447,CAM-VEL-01,Vellore,2026-09-22T08:25:00,Bike,Grey,0.888,NORMAL
ANPR-000285,DL11CA4900,CAM-TRI-02,Trichy,2026-09-22T17:02:00,Mini Truck,Yellow,0.921,NORMAL
ANPR-000286,JK10A4638,CAM-COI-01,Coimbatore,2026-09-22T11:06:00,Bike,Yellow,0.923,NORMAL
ANPR-000287,DL3CBS5881,CAM-MAD-02,Madurai,2026-09-22T08:21:00,Truck,Red,0.982,NORMAL
ANPR-000288,WB02M8447,CAM-VEL-04,Vellore,2026-09-22T15:37:00,Mini Truck,Black,0.968,NORMAL
ANPR-000289,KL34A7564,CAM-CHE-02,Chennai,2026-09-22T14:22:00,Truck,Blue,0.929,NORMAL
ANPR-000290,TN47T4464,CAM-MAD-02,Madurai,2026-09-22T16:07:00,Bike,White,0.957,NORMAL
ANPR-000291,JH01BX0013,CAM-MAD-01,Madurai,2026-09-22T12:39:00,Car,Silver,0.963,NORMAL
ANPR-000292,ML05J3288,CAM-TRI-01,Trichy,2026-09-22T11:38:00,Truck,Grey,0.949,NORMAL
ANPR-000293,PB65AN2583,CAM-MAD-04,Madurai,2026-09-22T17:27:00,Car,Black,0.94,NORMAL
ANPR-000294,CG07R2684,CAM-SAL-03,Salem,2026-09-22T11:14:00,Bus,Silver,0.971,NORMAL
ANPR-000295,AS01AN8668,CAM-TIR-01,Tirunelveli,2026-09-22T17:47:00,Mini Truck,Red,0.934,NORMAL
ANPR-000296,ML05H1958,CAM-CHE-04,Chennai,2026-09-22T10:44:00,Truck,Blue,0.897,NORMAL
ANPR-000297,JK11D8143,CAM-COI-01,Coimbatore,2026-09-22T19:07:00,Car,Grey,0.966,NORMAL
ANPR-000298,OD22J9911,CAM-CHE-01,Chennai,2026-09-22T10:23:00,Truck,White,0.957,NORMAL
ANPR-000299,SK04P1320,CAM-TIR-04,Tirunelveli,2026-09-22T08:06:00,Truck,Grey,0.915,NORMAL
ANPR-000300,CG04HD6930,CAM-CHE-04,Chennai,2026-09-22T19:34:00,Bike,White,0.905,NORMAL
ANPR-000301,UP85BN4203,CAM-SAL-01,Salem,2026-09-22T14:39:00,Bike,Yellow,0.904,NORMAL
ANPR-000302,KA51P7755,CAM-TIR-03,Tirunelveli,2026-09-22T09:44:00,Bike,Yellow,0.963,NORMAL
ANPR-000303,SK01PB3596,CAM-THA-02,Thanjavur,2026-09-22T10:41:00,Car,Red,0.981,NORMAL
ANPR-000304,OD02J0435,CAM-VEL-04,Vellore,2026-09-22T08:44:00,Truck,White,0.919,NORMAL
ANPR-000305,ML05H6564,CAM-CHE-02,Chennai,2026-09-22T15:24:00,Truck,Blue,0.933,NORMAL
ANPR-000306,HR29K7840,CAM-VEL-04,Vellore,2026-09-22T14:02:00,Truck,Grey,0.943,NORMAL
ANPR-000307,WB36G6682,CAM-TIR-01,Tirunelveli,2026-09-22T13:15:00,Mini Truck,Black,0.922,NORMAL
ANPR-000308,AS06U1295,CAM-VEL-04,Vellore,2026-09-22T10:06:00,Truck,Black,0.968,NORMAL
ANPR-000309,KL03S6394,CAM-MAD-02,Madurai,2026-09-22T14:11:00,Truck,Blue,0.968,NORMAL
ANPR-000310,AN01D4163,CAM-VEL-02,Vellore,2026-09-22T17:35:00,Mini Truck,White,0.903,NORMAL
ANPR-000311,CG04FJ5834,CAM-CHE-01,Chennai,2026-09-22T14:12:00,Bus,Yellow,0.923,NORMAL
ANPR-000312,HR29AQ4939,CAM-THA-01,Thanjavur,2026-09-22T10:42:00,Car,Black,0.92,NORMAL
ANPR-000313,UK07AM5665,CAM-CHE-01,Chennai,2026-09-22T13:04:00,Bus,Blue,0.972,NORMAL
ANPR-000314,ML08E9223,CAM-VEL-04,Vellore,2026-09-22T15:08:00,Car,Black,0.926,NORMAL
ANPR-000315,UP70ET7816,CAM-TIR-02,Tirunelveli,2026-09-22T17:40:00,Truck,Silver,0.95,NORMAL
ANPR-000316,PB13AF6756,CAM-COI-02,Coimbatore,2026-09-22T11:57:00,Truck,Red,0.947,NORMAL
ANPR-000317,OD25F7400,CAM-THA-02,Thanjavur,2026-09-22T09:04:00,Bike,Red,0.911,NORMAL
ANPR-000318,MH48AC6244,CAM-THA-01,Thanjavur,2026-09-22T10:13:00,Bus,Blue,0.886,NORMAL
ANPR-000319,NL07T0937,CAM-TRI-01,Trichy,2026-09-22T12:44:00,Car,Red,0.965,NORMAL
ANPR-000320,ML111909,CAM-TRI-01,Trichy,2026-09-22T15:53:00,Bike,Yellow,0.938,NORMAL
ANPR-000321,KA51D9662,CAM-TIR-01,Tirunelveli,2026-09-22T11:15:00,Truck,Blue,0.947,NORMAL
ANPR-000322,KL07BU7707,CAM-TIR-01,Tirunelveli,2026-09-22T19:23:00,Mini Truck,Black,0.936,NORMAL
ANPR-000323,MH04DR8508,CAM-TIR-02,Tirunelveli,2026-09-22T10:25:00,Car,Silver,0.978,NORMAL
ANPR-000324,JH09AA2570,CAM-COI-04,Coimbatore,2026-09-22T18:33:00,Truck,Black,0.973,NORMAL
ANPR-000325,AS06Q4437,CAM-THA-03,Thanjavur,2026-09-22T18:28:00,Bike,Silver,0.971,NORMAL
ANPR-000326,PB06AN6162,CAM-MAD-01,Madurai,2026-09-22T10:32:00,Car,Red,0.886,NORMAL
ANPR-000327,AP31TP2282,CAM-TRI-04,Trichy,2026-09-22T14:35:00,Car,Red,0.977,NORMAL
ANPR-000328,PB08BF6160,CAM-CHE-03,Chennai,2026-09-22T12:14:00,Mini Truck,Black,0.938,NORMAL
ANPR-000329,UP16U3849,CAM-THA-02,Thanjavur,2026-09-22T18:17:00,Bus,Red,0.93,NORMAL
ANPR-000330,DL12CK8643,CAM-CHE-04,Chennai,2026-09-22T17:30:00,Mini Truck,White,0.983,NORMAL
ANPR-000331,TN07BT5778,CAM-COI-01,Coimbatore,2026-09-22T13:34:00,Truck,Black,0.98,NORMAL
ANPR-000332,DL10CH1252,CAM-TIR-01,Tirunelveli,2026-09-22T11:28:00,Truck,Grey,0.961,NORMAL
ANPR-000333,HP48B2252,CAM-THA-01,Thanjavur,2026-09-22T19:44:00,Truck,White,0.941,NORMAL
ANPR-000334,ML05G6098,CAM-TIR-02,Tirunelveli,2026-09-22T10:14:00,Car,Silver,0.894,NORMAL
ANPR-000335,GJ09AG8384,CAM-THA-04,Thanjavur,2026-09-22T12:18:00,Mini Truck,Blue,0.901,NORMAL
ANPR-000336,HP20E3953,CAM-MAD-01,Madurai,2026-09-22T19:35:00,Car,Blue,0.897,NORMAL
ANPR-000337,MP04CL3546,CAM-COI-01,Coimbatore,2026-09-22T17:54:00,Bike,Red,0.981,NORMAL
ANPR-000338,AP16BS4500,CAM-SAL-03,Salem,2026-09-22T15:26:00,Bike,Blue,0.894,NORMAL
ANPR-000339,CG13AE4060,CAM-VEL-04,Vellore,2026-09-22T19:24:00,Truck,Red,0.884,NORMAL
ANPR-000340,GJ05RE8119,CAM-TRI-02,Trichy,2026-09-22T18:55:00,Truck,Black,0.906,NORMAL
ANPR-000341,OD01Q4668,CAM-SAL-01,Salem,2026-09-22T09:28:00,Bus,Blue,0.978,NORMAL
ANPR-000342,UP32BF3577,CAM-CHE-04,Chennai,2026-09-22T09:20:00,Truck,Black,0.934,NORMAL
ANPR-000343,AP04AS8753,CAM-CHE-01,Chennai,2026-09-22T11:19:00,Mini Truck,Black,0.9,NORMAL
ANPR-000344,DN09C0868,CAM-CHE-01,Chennai,2026-09-22T09:57:00,Truck,Yellow,0.883,NORMAL
ANPR-000345,UP16AJ0704,CAM-THA-02,Thanjavur,2026-09-22T10:31:00,Bike,Red,0.88,NORMAL
ANPR-000346,MP09BD1270,CAM-THA-01,Thanjavur,2026-09-22T09:11:00,Bike,Grey,0.96,NORMAL
ANPR-000347,GJ06HS1855,CAM-VEL-02,Vellore,2026-09-22T18:03:00,Truck,White,0.962,NORMAL
ANPR-000348,JK02ACB876,CAM-TIR-04,Tirunelveli,2026-09-22T16:35:00,Truck,White,0.919,NORMAL
ANPR-000349,HP01A7630,CAM-CHE-03,Chennai,2026-09-22T08:48:00,Mini Truck,Black,0.983,NORMAL
ANPR-000350,TS07EL3335,CAM-SAL-04,Salem,2026-09-22T12:52:00,Truck,Red,0.971,NORMAL
ANPR-000351,HR26BQ8176,CAM-MAD-01,Madurai,2026-09-22T09:47:00,Truck,Blue,0.888,NORMAL
ANPR-000352,HP666807,CAM-TIR-04,Tirunelveli,2026-09-22T09:21:00,Truck,Black,0.962,NORMAL
ANPR-000353,HP22E8000,CAM-MAD-02,Madurai,2026-09-22T08:30:00,Truck,Blue,0.987,NORMAL
ANPR-000354,SK01PA2969,CAM-TRI-04,Trichy,2026-09-22T14:20:00,Truck,Blue,0.99,NORMAL
ANPR-000355,GJ01RA8370,CAM-CHE-04,Chennai,2026-09-22T19:00:00,Truck,Grey,0.908,NORMAL
ANPR-000356,ML04B8389,CAM-COI-01,Coimbatore,2026-09-22T17:20:00,Truck,Yellow,0.908,NORMAL
ANPR-000357,HR10AE9885,CAM-VEL-02,Vellore,2026-09-22T15:01:00,Car,White,0.941,NORMAL
ANPR-000358,AS07AC6653,CAM-TIR-01,Tirunelveli,2026-09-22T13:55:00,Mini Truck,Silver,0.904,NORMAL
ANPR-000359,NL078440,CAM-CHE-04,Chennai,2026-09-22T13:52:00,Car,Blue,0.959,NORMAL
ANPR-000360,RJ14CW4115,CAM-TIR-01,Tirunelveli,2026-09-22T18:07:00,Car,White,0.963,NORMAL
ANPR-000361,UP14AK8604,CAM-SAL-01,Salem,2026-09-22T12:12:00,Truck,Silver,0.898,NORMAL
ANPR-000362,TR03H0259,CAM-TIR-03,Tirunelveli,2026-09-22T08:29:00,Truck,Red,0.91,NORMAL
ANPR-000363,JK02W2657,CAM-SAL-02,Salem,2026-09-22T09:00:00,Mini Truck,Red,0.883,NORMAL
ANPR-000364,HP302165,CAM-TRI-01,Trichy,2026-09-22T16:07:00,Bike,Red,0.921,NORMAL
ANPR-000365,DL6CL0457,CAM-MAD-01,Madurai,2026-09-22T14:13:00,Bike,Blue,0.889,NORMAL
ANPR-000366,KA03MQ6984,CAM-TRI-04,Trichy,2026-09-22T17:46:00,Car,Blue,0.941,NORMAL
ANPR-000367,DN09J0032,CAM-TRI-04,Trichy,2026-09-22T16:33:00,Mini Truck,Yellow,0.881,NORMAL
ANPR-000368,PB07BL8058,CAM-SAL-03,Salem,2026-09-22T10:04:00,Car,Blue,0.976,NORMAL
ANPR-000369,RJ14CF5807,CAM-CHE-04,Chennai,2026-09-22T13:26:00,Bus,Grey,0.897,NORMAL
ANPR-000370,CG07BR3255,CAM-SAL-04,Salem,2026-09-22T15:09:00,Bike,Silver,0.899,NORMAL
ANPR-000371,BR01BR5435,CAM-MAD-03,Madurai,2026-09-22T18:59:00,Bus,Black,0.908,NORMAL
ANPR-000372,TR02L0569,CAM-COI-01,Coimbatore,2026-09-22T15:40:00,Truck,Blue,0.985,NORMAL
ANPR-000373,ML069642,CAM-THA-04,Thanjavur,2026-09-22T12:45:00,Mini Truck,Black,0.885,NORMAL
ANPR-000374,MH12FK1392,CAM-SAL-03,Salem,2026-09-22T18:57:00,Bus,White,0.962,NORMAL
ANPR-000375,UP32HY6077,CAM-MAD-02,Madurai,2026-09-22T10:55:00,Mini Truck,Yellow,0.887,NORMAL
ANPR-000376,AP10AS3445,CAM-THA-03,Thanjavur,2026-09-22T19:32:00,Truck,Grey,0.917,NORMAL
ANPR-000377,CG07MA2529,CAM-SAL-03,Salem,2026-09-22T13:04:00,Truck,Grey,0.926,NORMAL
ANPR-000378,OR02BV0701,CAM-TIR-01,Tirunelveli,2026-09-22T15:30:00,Mini Truck,Grey,0.886,NORMAL
ANPR-000379,JK01AF7715,CAM-THA-02,Thanjavur,2026-09-22T17:51:00,Truck,Red,0.985,NORMAL
ANPR-000380,NL02C6709,CAM-CHE-02,Chennai,2026-09-22T18:25:00,Car,Yellow,0.982,NORMAL
ANPR-000381,GJ16CH9827,CAM-VEL-04,Vellore,2026-09-22T13:12:00,Truck,Red,0.915,NORMAL
ANPR-000382,AS23E0596,CAM-TIR-04,Tirunelveli,2026-09-22T16:13:00,Truck,Silver,0.953,NORMAL
ANPR-000383,JK072483,CAM-SAL-01,Salem,2026-09-22T10:21:00,Mini Truck,Red,0.976,NORMAL
ANPR-000384,AS01DS7523,CAM-TIR-04,Tirunelveli,2026-09-22T15:22:00,Truck,Grey,0.937,NORMAL
ANPR-000385,PY01BD9020,CAM-COI-02,Coimbatore,2026-09-22T14:42:00,Truck,Grey,0.929,NORMAL
ANPR-000386,HR29W8286,CAM-SAL-02,Salem,2026-09-22T13:41:00,Bike,Yellow,0.969,NORMAL
ANPR-000387,MN01G5395,CAM-THA-01,Thanjavur,2026-09-22T13:31:00,Bike,Grey,0.964,NORMAL
ANPR-000388,KA25P5080,CAM-SAL-02,Salem,2026-09-22T17:58:00,Mini Truck,Silver,0.93,NORMAL
ANPR-000389,WB20H0271,CAM-COI-01,Coimbatore,2026-09-22T14:18:00,Truck,White,0.886,NORMAL
ANPR-000390,TS09EG6565,CAM-COI-01,Coimbatore,2026-09-22T14:17:00,Truck,Silver,0.946,NORMAL
ANPR-000391,JK10B2313,CAM-VEL-02,Vellore,2026-09-22T14:28:00,Truck,White,0.903,NORMAL
ANPR-000392,JK01M4723,CAM-TRI-02,Trichy,2026-09-22T08:30:00,Mini Truck,Yellow,0.885,NORMAL
ANPR-000393,AP318L4935,CAM-VEL-02,Vellore,2026-09-22T13:11:00,Mini Truck,Grey,0.916,NORMAL
ANPR-000394,PB10CX0209,CAM-TRI-02,Trichy,2026-09-22T14:40:00,Truck,Silver,0.949,NORMAL
ANPR-000395,AS25S6858,CAM-SAL-04,Salem,2026-09-22T19:03:00,Truck,Red,0.95,NORMAL
ANPR-000396,GJ12CG2526,CAM-SAL-01,Salem,2026-09-22T10:10:00,Truck,White,0.888,NORMAL
ANPR-000397,GJ01RS0198,CAM-THA-03,Thanjavur,2026-09-22T09:31:00,Mini Truck,Blue,0.889,NORMAL
ANPR-000398,ML08B1100,CAM-VEL-03,Vellore,2026-09-22T17:43:00,Bus,Black,0.966,NORMAL
ANPR-000399,RJ20CD5118,CAM-MAD-03,Madurai,2026-09-22T17:22:00,Car,Silver,0.937,NORMAL
ANPR-000400,HP01N0304,CAM-SAL-04,Salem,2026-09-22T15:59:00,Car,Grey,0.966,NORMAL
ANPR-000401,AP05DY3395,CAM-TRI-04,Trichy,2026-09-22T13:47:00,Car,White,0.884,NORMAL
ANPR-000402,HP16A2014,CAM-CHE-04,Chennai,2026-09-22T11:18:00,Truck,Yellow,0.964,NORMAL
ANPR-000403,MP65C0654,CAM-COI-02,Coimbatore,2026-09-22T13:46:00,Mini Truck,Red,0.96,NORMAL
ANPR-000404,MN06LA0861,CAM-MAD-02,Madurai,2026-09-22T17:53:00,Mini Truck,Red,0.901,NORMAL
ANPR-000405,MH12KY6921,CAM-SAL-01,Salem,2026-09-22T13:34:00,Bus,Silver,0.957,NORMAL
ANPR-000406,MH12MF6822,CAM-MAD-04,Madurai,2026-09-22T10:38:00,Truck,Red,0.893,NORMAL
ANPR-000407,AN01K9412,CAM-COI-04,Coimbatore,2026-09-22T10:34:00,Mini Truck,Yellow,0.895,NORMAL
ANPR-000408,DL9CAU5573,CAM-TRI-01,Trichy,2026-09-22T09:46:00,Truck,Blue,0.923,NORMAL
ANPR-000409,ML04B8918,CAM-SAL-01,Salem,2026-09-22T14:11:00,Mini Truck,Silver,0.884,NORMAL
ANPR-000410,MH12NJ5838,CAM-COI-03,Coimbatore,2026-09-22T14:10:00,Truck,Yellow,0.893,NORMAL
ANPR-000411,DL12CN8660,CAM-CHE-03,Chennai,2026-09-22T10:27:00,Car,Blue,0.89,NORMAL
ANPR-000412,HR51AQ0911,CAM-THA-04,Thanjavur,2026-09-22T11:24:00,Car,Blue,0.973,NORMAL
ANPR-000413,TN07AP0659,CAM-CHE-01,Chennai,2026-09-22T14:21:00,Bike,Blue,0.881,NORMAL
ANPR-000414,AP07AN3915,CAM-COI-01,Coimbatore,2026-09-22T18:57:00,Truck,Black,0.938,NORMAL
ANPR-000415,MH05BS3471,CAM-THA-01,Thanjavur,2026-09-22T10:57:00,Truck,White,0.929,NORMAL
ANPR-000416,JK02AS3888,CAM-SAL-04,Salem,2026-09-22T16:44:00,Car,Grey,0.984,NORMAL
ANPR-000417,MP20TA0919,CAM-SAL-04,Salem,2026-09-22T08:17:00,Truck,Black,0.933,NORMAL
ANPR-000418,DL12CJ9823,CAM-THA-01,Thanjavur,2026-09-22T08:54:00,Bike,Silver,0.948,NORMAL
ANPR-000419,BR01DG6692,CAM-TIR-01,Tirunelveli,2026-09-22T18:50:00,Truck,Black,0.912,NORMAL
ANPR-000420,AS23X5585,CAM-MAD-01,Madurai,2026-09-22T12:12:00,Car,Grey,0.937,NORMAL
ANPR-000421,DL2CAX2886,CAM-COI-02,Coimbatore,2026-09-22T17:11:00,Mini Truck,Black,0.943,NORMAL
ANPR-000422,ML06A1659,CAM-COI-02,Coimbatore,2026-09-22T14:25:00,Car,Black,0.914,NORMAL
ANPR-000423,OR05AN4494,CAM-CHE-02,Chennai,2026-09-22T16:21:00,Bike,Silver,0.989,NORMAL
ANPR-000424,CH01AF1382,CAM-TRI-02,Trichy,2026-09-22T10:26:00,Car,Black,0.979,NORMAL
ANPR-000425,NL01CB433,CAM-THA-03,Thanjavur,2026-09-22T12:27:00,Car,Grey,0.942,NORMAL
ANPR-000426,AR168272,CAM-SAL-04,Salem,2026-09-22T17:48:00,Mini Truck,White,0.919,NORMAL
ANPR-000427,KA02MF3336,CAM-SAL-04,Salem,2026-09-22T08:27:00,Mini Truck,Red,0.891,NORMAL
ANPR-000428,UP45Q3028,CAM-TIR-01,Tirunelveli,2026-09-22T17:42:00,Car,Silver,0.959,NORMAL
ANPR-000429,DL9C0S1537,CAM-TIR-03,Tirunelveli,2026-09-22T15:51:00,Truck,Silver,0.98,NORMAL
ANPR-000430,PY01AP0555,CAM-SAL-01,Salem,2026-09-22T14:50:00,Car,Silver,0.987,NORMAL
ANPR-000431,PY055353,CAM-TRI-02,Trichy,2026-09-22T13:56:00,Mini Truck,Blue,0.927,NORMAL
ANPR-000432,UK07AA2432,CAM-VEL-04,Vellore,2026-09-22T19:17:00,Truck,Blue,0.977,NORMAL
ANPR-000433,HP2020TR6255G,CAM-CHE-03,Chennai,2026-09-22T13:20:00,Truck,Blue,0.948,NORMAL
ANPR-000434,BR01BL6628,CAM-CHE-03,Chennai,2026-09-22T11:49:00,Car,Grey,0.946,NORMAL
ANPR-000435,PB08DY4824,CAM-TIR-03,Tirunelveli,2026-09-22T13:52:00,Bike,Grey,0.888,NORMAL
ANPR-000436,WB02AD4162,CAM-CHE-04,Chennai,2026-09-22T13:05:00,Car,Silver,0.89,NORMAL
ANPR-000437,JK01R8021,CAM-SAL-01,Salem,2026-09-22T08:17:00,Truck,Black,0.889,NORMAL
ANPR-000438,AN01H0908,CAM-TRI-01,Trichy,2026-09-22T09:43:00,Mini Truck,Yellow,0.921,NORMAL
ANPR-000439,BF06P00006,CAM-TRI-04,Trichy,2026-09-22T14:59:00,Car,Blue,0.919,NORMAL
ANPR-000440,AR152019,CAM-SAL-01,Salem,2026-09-22T10:10:00,Mini Truck,White,0.932,NORMAL
ANPR-000441,MP09CK4943,CAM-THA-02,Thanjavur,2026-09-22T19:03:00,Truck,Grey,0.97,NORMAL
ANPR-000442,AR01F2523,CAM-CHE-04,Chennai,2026-09-22T17:14:00,Truck,Blue,0.95,NORMAL
ANPR-000443,KA04MK0368,CAM-MAD-02,Madurai,2026-09-22T08:45:00,Bus,Blue,0.902,NORMAL
ANPR-000444,GJ01RN4259,CAM-MAD-03,Madurai,2026-09-22T08:05:00,Bus,White,0.975,NORMAL
ANPR-000445,CG04HA4553,CAM-SAL-03,Salem,2026-09-22T09:25:00,Mini Truck,Grey,0.97,NORMAL
ANPR-000446,SK01PA7708,CAM-VEL-04,Vellore,2026-09-22T09:14:00,Car,Blue,0.926,NORMAL
ANPR-000447,HR26BK8597,CAM-TRI-03,Trichy,2026-09-22T12:26:00,Truck,Yellow,0.974,NORMAL
ANPR-000448,WB20AG9041,CAM-VEL-01,Vellore,2026-09-22T11:16:00,Truck,Yellow,0.989,NORMAL
