vehicle_id,registration_number,state_code,vehicle_type,commercial_vehicle,manufacturer,model,registered_colour,operator,permit_status,permit_expiry,fitness_status,fitness_expiry,insurance_status,insurance_expiry,puc_status,puc_expiry,fastag_id,fastag_status,registry_status,chassis_reference,engine_reference,source_image_id,source_image_path,data_source
VH-000071,DN0901438,DN,Mini Truck,YES,Ashok Leyland,Dost,Silver,National Route Logistics,VALID,2026-11-22,VALID,2027-07-25,VALID,2027-01-28,VALID,2026-12-13,FT-000071,ACTIVE,ACTIVE,CHASSIS-SYN-000071,ENGINE-SYN-000071,DN6,dataset\NumberPlate_Annotated_Dataset-main\Images\DN6.jpg,SYNTHETIC_PROTOTYPE
VH-000072,JH05Y9636,JH,Truck,YES,Ashok Leyland,AVTR,Blue,Kaveri Transport,VALID,2026-12-28,VALID,2027-11-11,VALID,2026-11-16,VALID,2027-03-22,FT-000072,ACTIVE,ACTIVE,CHASSIS-SYN-000072,ENGINE-SYN-000072,JH19,dataset\NumberPlate_Annotated_Dataset-main\Images\JH19.jpg,SYNTHETIC_PROTOTYPE
VH-000073,PY01CG2929,PY,Mini Truck,YES,Mahindra,Bolero Pickup,Blue,Kaveri Transport,VALID,2029-03-06,VALID,2027-05-15,VALID,2027-03-01,VALID,2027-07-30,FT-000073,ACTIVE,ACTIVE,CHASSIS-SYN-000073,ENGINE-SYN-000073,PY13,dataset\NumberPlate_Annotated_Dataset-main\Images\PY13.jpg,SYNTHETIC_PROTOTYPE
VH-000074,BR01BE0777,BR,Bus,YES,Ashok Leyland,Viking,Red,Apex Logistics,VALID,2028-05-04,VALID,2028-02-03,VALID,2026-12-31,VALID,2026-11-13,FT-000074,KYC_PENDING,ACTIVE,CHASSIS-SYN-000074,ENGINE-SYN-000074,BR5,dataset\NumberPlate_Annotated_Dataset-main\Images\BR5.jpg,SYNTHETIC_PROTOTYPE
VH-000075,CG04HV7009,CG,Truck,YES,BharatBenz,3123R,Grey,Chennai Cargo,VALID,2028-07-30,VALID,2026-12-20,VALID,2026-10-29,VALID,2027-09-01,FT-000075,ACTIVE,ACTIVE,CHASSIS-SYN-000075,ENGINE-SYN-000075,CG4,dataset\NumberPlate_Annotated_Dataset-main\Images\CG4.jpg,SYNTHETIC_PROTOTYPE
VH-000076,HR26DJ8832,HR,Bike,NO,Bajaj,Pulsar,White,Metro Transit,VALID,2028-07-25,EXPIRED,2026-05-01,VALID,2027-05-16,VALID,2026-11-03,FT-000076,BLACKLISTED,ACTIVE,CHASSIS-SYN-000076,ENGINE-SYN-000076,HR6,dataset\NumberPlate_Annotated_Dataset-main\Images\HR6.jpg,SYNTHETIC_PROTOTYPE
VH-000077,PB10CQ0006,PB,Bike,NO,TVS,Apache,Silver,Metro Transit,VALID,2028-03-10,VALID,2027-08-02,VALID,2027-08-06,VALID,2027-09-17,FT-000077,ACTIVE,ACTIVE,CHASSIS-SYN-000077,ENGINE-SYN-000077,PB8,dataset\NumberPlate_Annotated_Dataset-main\Images\PB8.jpg,SYNTHETIC_PROTOTYPE
VH-000078,DL8CZ7230,DL,Bike,NO,Honda,Shine,Yellow,Apex Logistics,VALID,2028-02-28,VALID,2027-05-01,VALID,2027-05-26,VALID,2027-02-08,FT-000078,KYC_PENDING,ACTIVE,CHASSIS-SYN-000078,ENGINE-SYN-000078,DL15,dataset\NumberPlate_Annotated_Dataset-main\Images\DL15.jpg,SYNTHETIC_PROTOTYPE
VH-000079,CG04HC4887,CG,Car,NO,Toyota,Innova,Black,GreenLine Transport,EXPIRED,2026-07-16,VALID,2027-09-27,VALID,2027-01-09,VALID,2027-04-04,FT-000079,ACTIVE,ACTIVE,CHASSIS-SYN-000079,ENGINE-SYN-000079,CG9,dataset\NumberPlate_Annotated_Dataset-main\Images\CG9.jpg,SYNTHETIC_PROTOTYPE
VH-000080,GJ01RM3413,GJ,Truck,YES,Tata,Prima,Yellow,National Route Logistics,EXPIRED,2026-05-17,VALID,2028-07-30,VALID,2027-01-08,VALID,2027-03-21,FT-000080,ACTIVE,ACTIVE,CHASSIS-SYN-000080,ENGINE-SYN-000080,GJ29,dataset\NumberPlate_Annotated_Dataset-main\Images\GJ29.jpg,SYNTHETIC_PROTOTYPE
VH-000081,AP5CG6320,AP,Car,NO,Toyota,Innova,Blue,Sri Lakshmi Logistics,VALID,2028-03-21,VALID,2026-11-28,VALID,2026-12-08,VALID,2027-07-09,FT-000081,ACTIVE,ACTIVE,CHASSIS-SYN-000081,ENGINE-SYN-000081,AP41,dataset\NumberPlate_Annotated_Dataset-main\Images\AP41.jpg,SYNTHETIC_PROTOTYPE
VH-000082,PY036993,PY,Truck,YES,BharatBenz,3123R,White,Apex Logistics,VALID,2027-02-19,VALID,2027-03-27,VALID,2027-08-04,VALID,2027-06-17,FT-000082,ACTIVE,ACTIVE,CHASSIS-SYN-000082,ENGINE-SYN-000082,PY7,dataset\NumberPlate_Annotated_Dataset-main\Images\PY7.jpg,SYNTHETIC_PROTOTYPE
VH-000083,PY05A8339,PY,Truck,YES,Tata,Prima,Yellow,GreenLine Transport,VALID,2026-11-07,VALID,2028-03-23,VALID,2026-12-07,VALID,2026-12-22,FT-000083,ACTIVE,ACTIVE,CHASSIS-SYN-000083,ENGINE-SYN-000083,PY15,dataset\NumberPlate_Annotated_Dataset-main\Images\PY15.jpg,SYNTHETIC_PROTOTYPE
VH-000084,AS12S6951,AS,Car,NO,Hyundai,Aura,Black,National Route Logistics,VALID,2026-11-09,VALID,2027-02-28,VALID,2027-09-17,VALID,2027-05-09,FT-000084,ACTIVE,ACTIVE,CHASSIS-SYN-000084,ENGINE-SYN-000084,AS6,dataset\NumberPlate_Annotated_Dataset-main\Images\AS6.jpg,SYNTHETIC_PROTOTYPE
VH-000085,WB02A03017,WB,Bus,YES,Volvo,9400,White,Southern Freight,VALID,2027-04-24,VALID,2027-09-24,VALID,2027-09-19,VALID,2027-05-21,FT-000085,ACTIVE,ACTIVE,CHASSIS-SYN-000085,ENGINE-SYN-000085,WB26,dataset\NumberPlate_Annotated_Dataset-main\Images\WB26.jpg,SYNTHETIC_PROTOTYPE
VH-000086,HR26DM2296,HR,Car,NO,Toyota,Innova,Grey,Sri Lakshmi Logistics,VALID,2027-02-12,VALID,2027-04-14,EXPIRED,2026-08-14,VALID,2027-05-01,FT-000086,ACTIVE,ACTIVE,CHASSIS-SYN-000086,ENGINE-SYN-000086,HR18,dataset\NumberPlate_Annotated_Dataset-main\Images\HR18.jpg,SYNTHETIC_PROTOTYPE
VH-000087,MH47N0712,MH,Bike,NO,Honda,Shine,Black,Chennai Cargo,VALID,2027-02-24,VALID,2028-03-11,VALID,2027-09-01,VALID,2026-11-27,FT-000087,ACTIVE,ACTIVE,CHASSIS-SYN-000087,ENGINE-SYN-000087,MH6,dataset\NumberPlate_Annotated_Dataset-main\Images\MH6.jpg,SYNTHETIC_PROTOTYPE
VH-000088,OD02C2836,OD,Bus,YES,Volvo,9400,Yellow,Sri Lakshmi Logistics,VALID,2029-01-10,VALID,2027-05-25,VALID,2027-06-30,VALID,2027-08-11,FT-000088,ACTIVE,ACTIVE,CHASSIS-SYN-000088,ENGINE-SYN-000088,OD4,dataset\NumberPlate_Annotated_Dataset-main\Images\OD4.jpg,SYNTHETIC_PROTOTYPE
VH-000089,JK03A8042,JK,Truck,YES,BharatBenz,3123R,White,Apex Logistics,VALID,2028-11-07,VALID,2027-12-07,VALID,2027-03-17,VALID,2027-07-24,FT-000089,ACTIVE,ACTIVE,CHASSIS-SYN-000089,ENGINE-SYN-000089,JK31,dataset\NumberPlate_Annotated_Dataset-main\Images\JK31.jpg,SYNTHETIC_PROTOTYPE
VH-000090,UP78ED0449,UP,Car,NO,Maruti,Ertiga,Black,Kaveri Transport,VALID,2027-04-04,VALID,2026-12-19,VALID,2027-05-02,VALID,2027-05-08,FT-000090,ACTIVE,ACTIVE,CHASSIS-SYN-000090,ENGINE-SYN-000090,UP23,dataset\NumberPlate_Annotated_Dataset-main\Images\UP23.jpg,SYNTHETIC_PROTOTYPE
VH-000091,JH10BV1496,JH,Truck,YES,Tata,Prima,Black,Coastal Commercials,VALID,2026-10-29,VALID,2027-05-08,VALID,2027-05-20,VALID,2027-08-18,FT-000091,ACTIVE,ACTIVE,CHASSIS-SYN-000091,ENGINE-SYN-000091,JH14,dataset\NumberPlate_Annotated_Dataset-main\Images\JH14.jpg,SYNTHETIC_PROTOTYPE
VH-000092,MH04HF5092,MH,Car,NO,Maruti,Ertiga,Blue,National Route Logistics,VALID,2026-12-18,VALID,2027-08-31,VALID,2027-08-13,EXPIRED,2026-07-24,FT-000092,ACTIVE,ACTIVE,CHASSIS-SYN-000092,ENGINE-SYN-000092,MH24,dataset\NumberPlate_Annotated_Dataset-main\Images\MH24.jpg,SYNTHETIC_PROTOTYPE
VH-000093,DL1CS8739,DL,Truck,YES,Ashok Leyland,AVTR,Silver,Sri Lakshmi Logistics,VALID,2028-02-17,VALID,2027-04-17,VALID,2027-04-30,VALID,2027-09-19,FT-000093,ACTIVE,ACTIVE,CHASSIS-SYN-000093,ENGINE-SYN-000093,DL18,dataset\NumberPlate_Annotated_Dataset-main\Images\DL18.jpg,SYNTHETIC_PROTOTYPE
VH-000094,HP23A6365,HP,Bike,NO,Honda,Shine,Black,Kaveri Transport,VALID,2029-02-16,VALID,2028-04-04,VALID,2027-04-17,VALID,2027-03-14,FT-000094,KYC_PENDING,ACTIVE,CHASSIS-SYN-000094,ENGINE-SYN-000094,HP9,dataset\NumberPlate_Annotated_Dataset-main\Images\HP9.jpg,SYNTHETIC_PROTOTYPE
VH-000095,OD14B7432,OD,Mini Truck,YES,Tata,407,Red,GreenLine Transport,VALID,2027-10-30,VALID,2027-11-24,VALID,2027-09-13,EXPIRED,2026-07-29,FT-000095,ACTIVE,ACTIVE,CHASSIS-SYN-000095,ENGINE-SYN-000095,OD17,dataset\NumberPlate_Annotated_Dataset-main\Images\OD17.jpg,SYNTHETIC_PROTOTYPE
VH-000096,ML10B4503,ML,Car,NO,Maruti,Ertiga,Red,Southern Freight,VALID,2027-05-01,VALID,2026-10-22,VALID,2027-04-08,VALID,2027-09-12,FT-000096,ACTIVE,ACTIVE,CHASSIS-SYN-000096,ENGINE-SYN-000096,ML18,dataset\NumberPlate_Annotated_Dataset-main\Images\ML18.jpg,SYNTHETIC_PROTOTYPE
VH-000097,GA01E5947,GA,Truck,YES,Tata,Prima,White,Sri Lakshmi Logistics,VALID,2027-11-01,VALID,2027-11-27,VALID,2027-01-30,VALID,2027-02-13,FT-000097,ACTIVE,ACTIVE,CHASSIS-SYN-000097,ENGINE-SYN-000097,GA5,dataset\NumberPlate_Annotated_Dataset-main\Images\GA5.jpg,SYNTHETIC_PROTOTYPE
VH-000098,AP2D4014,AP,Car,NO,Toyota,Innova,White,Kaveri Transport,VALID,2028-04-20,VALID,2027-12-06,VALID,2027-06-05,VALID,2027-02-26,FT-000098,ACTIVE,ACTIVE,CHASSIS-SYN-000098,ENGINE-SYN-000098,AP3,dataset\NumberPlate_Annotated_Dataset-main\Images\AP3.jpg,SYNTHETIC_PROTOTYPE
VH-000099,PB10EH0164,PB,Car,NO,Hyundai,Aura,Black,GreenLine Transport,VALID,2028-08-03,VALID,2028-08-16,VALID,2027-07-30,VALID,2027-05-21,FT-000099,ACTIVE,ACTIVE,CHASSIS-SYN-000099,ENGINE-SYN-000099,PB14,dataset\NumberPlate_Annotated_Dataset-main\Images\PB14.jpg,SYNTHETIC_PROTOTYPE
VH-000100,ML1032811,ML,Car,NO,Toyota,Innova,Blue,Southern Freight,EXPIRED,2026-09-13,VALID,2027-07-30,VALID,2027-04-01,VALID,2027-05-14,FT-000100,ACTIVE,ACTIVE,CHASSIS-SYN-000100,ENGINE-SYN-000100,ML22,dataset\NumberPlate_Annotated_Dataset-main\Images\ML22.jpg,SYNTHETIC_PROTOTYPE
VH-000101,GJ05JB6589,GJ,Truck,YES,Ashok Leyland,AVTR,Red,Sri Lakshmi Logistics,VALID,2028-07-13,VALID,2026-12-03,VALID,2027-05-25,VALID,2027-09-04,FT-000101,ACTIVE,ACTIVE,CHASSIS-SYN-000101,ENGINE-SYN-000101,GJ28,dataset\NumberPlate_Annotated_Dataset-main\Images\GJ28.jpg,SYNTHETIC_PROTOTYPE
VH-000102,JK13C4452,JK,Car,NO,Toyota,Innova,Silver,Southern Freight,VALID,2028-04-23,VALID,2027-05-10,VALID,2027-06-05,VALID,2027-06-10,FT-000102,ACTIVE,ACTIVE,CHASSIS-SYN-000102,ENGINE-SYN-000102,JK32,dataset\NumberPlate_Annotated_Dataset-main\Images\JK32.jpg,SYNTHETIC_PROTOTYPE
VH-000103,JK127959,JK,Bike,NO,Bajaj,Pulsar,Yellow,Southern Freight,VALID,2027-06-16,VALID,2027-04-06,VALID,2027-01-07,VALID,2026-12-02,FT-000103,ACTIVE,ACTIVE,CHASSIS-SYN-000103,ENGINE-SYN-000103,JK19,dataset\NumberPlate_Annotated_Dataset-main\Images\JK19.jpg,SYNTHETIC_PROTOTYPE
VH-000104,CG04H5060,CG,Bike,NO,TVS,Apache,Black,Sri Lakshmi Logistics,VALID,2028-03-16,VALID,2026-10-26,VALID,2027-03-14,VALID,2027-09-20,FT-000104,ACTIVE,ACTIVE,CHASSIS-SYN-000104,ENGINE-SYN-000104,CG8,dataset\NumberPlate_Annotated_Dataset-main\Images\CG8.jpg,SYNTHETIC_PROTOTYPE
VH-000105,WB06J9177,WB,Bus,YES,Ashok Leyland,Viking,Red,Coastal Commercials,VALID,2027-02-25,VALID,2028-04-20,VALID,2027-05-01,VALID,2027-08-18,FT-000105,ACTIVE,ACTIVE,CHASSIS-SYN-000105,ENGINE-SYN-000105,WB16,dataset\NumberPlate_Annotated_Dataset-main\Images\WB16.jpg,SYNTHETIC_PROTOTYPE
VH-000106,KA28M3589,KA,Truck,YES,Ashok Leyland,AVTR,Silver,Metro Transit,VALID,2028-03-12,VALID,2028-01-29,VALID,2026-11-09,EXPIRED,2026-09-03,FT-000106,ACTIVE,ACTIVE,CHASSIS-SYN-000106,ENGINE-SYN-000106,KA21,dataset\NumberPlate_Annotated_Dataset-main\Images\KA21.jpg,SYNTHETIC_PROTOTYPE
VH-000107,TS08EZ9463,TS,Truck,YES,Ashok Leyland,AVTR,Black,National Route Logistics,VALID,2027-01-26,VALID,2028-02-18,VALID,2027-03-03,EXPIRED,2026-08-06,FT-000107,ACTIVE,ACTIVE,CHASSIS-SYN-000107,ENGINE-SYN-000107,TS7,dataset\NumberPlate_Annotated_Dataset-main\Images\TS7.jpg,SYNTHETIC_PROTOTYPE
VH-000108,DL8CAU6883,DL,Truck,YES,Ashok Leyland,AVTR,White,Sri Lakshmi Logistics,VALID,2028-08-20,EXPIRED,2026-05-07,VALID,2027-08-04,VALID,2027-08-10,FT-000108,ACTIVE,ACTIVE,CHASSIS-SYN-000108,ENGINE-SYN-000108,DL3,dataset\NumberPlate_Annotated_Dataset-main\Images\DL3.jpg,SYNTHETIC_PROTOTYPE
VH-000109,WB02W9S3S,WB,Truck,YES,Tata,Prima,White,Kaveri Transport,VALID,2026-11-28,VALID,2028-09-03,VALID,2027-05-07,VALID,2027-02-05,FT-000109,ACTIVE,ACTIVE,CHASSIS-SYN-000109,ENGINE-SYN-000109,WB21,dataset\NumberPlate_Annotated_Dataset-main\Images\WB21.jpg,SYNTHETIC_PROTOTYPE
VH-000110,HR56B2626,HR,Mini Truck,YES,Tata,407,Black,Chennai Cargo,VALID,2028-09-16,VALID,2027-03-02,EXPIRED,2026-08-03,VALID,2027-07-17,FT-000110,ACTIVE,ACTIVE,CHASSIS-SYN-000110,ENGINE-SYN-000110,HR16,dataset\NumberPlate_Annotated_Dataset-main\Images\HR16.jpg,SYNTHETIC_PROTOTYPE
VH-000111,KL0BBJ5001,KL,Mini Truck,YES,Mahindra,Bolero Pickup,Yellow,Southern Freight,VALID,2028-07-27,VALID,2028-01-30,VALID,2026-11-03,VALID,2027-05-26,FT-000111,ACTIVE,ACTIVE,CHASSIS-SYN-000111,ENGINE-SYN-000111,KL11,dataset\NumberPlate_Annotated_Dataset-main\Images\KL11.jpg,SYNTHETIC_PROTOTYPE
VH-000112,WB02X8795,WB,Truck,YES,Ashok Leyland,AVTR,Grey,Kaveri Transport,VALID,2028-12-27,VALID,2027-11-22,VALID,2026-11-04,VALID,2027-09-09,FT-000112,ACTIVE,ACTIVE,CHASSIS-SYN-000112,ENGINE-SYN-000112,WB4,dataset\NumberPlate_Annotated_Dataset-main\Images\WB4.jpg,SYNTHETIC_PROTOTYPE
VH-000113,AP16CH9545,AP,Mini Truck,YES,Mahindra,Bolero Pickup,White,Coastal Commercials,VALID,2029-01-15,EXPIRED,2026-08-13,VALID,2027-05-01,VALID,2026-10-23,FT-000113,ACTIVE,ACTIVE,CHASSIS-SYN-000113,ENGINE-SYN-000113,AP22,dataset\NumberPlate_Annotated_Dataset-main\Images\AP22.jpg,SYNTHETIC_PROTOTYPE
VH-000114,AP39TP0211,AP,Bike,NO,Honda,Shine,Grey,Tamil Fleet Services,VALID,2027-09-26,VALID,2027-02-21,VALID,2026-12-24,VALID,2027-07-09,FT-000114,ACTIVE,ACTIVE,CHASSIS-SYN-000114,ENGINE-SYN-000114,AP5,dataset\NumberPlate_Annotated_Dataset-main\Images\AP5.jpg,SYNTHETIC_PROTOTYPE
VH-000115,AP04M7627,AP,Truck,YES,BharatBenz,3123R,Grey,Tamil Fleet Services,VALID,2028-09-06,VALID,2027-11-19,VALID,2027-08-13,VALID,2027-01-22,FT-000115,ACTIVE,ACTIVE,CHASSIS-SYN-000115,ENGINE-SYN-000115,AP19,dataset\NumberPlate_Annotated_Dataset-main\Images\AP19.jpg,SYNTHETIC_PROTOTYPE
VH-000116,UP32EC5577,UP,Mini Truck,YES,Tata,407,Blue,Sri Lakshmi Logistics,VALID,2026-12-24,VALID,2026-11-19,VALID,2027-05-25,VALID,2027-01-17,FT-000116,ACTIVE,ACTIVE,CHASSIS-SYN-000116,ENGINE-SYN-000116,UP5,dataset\NumberPlate_Annotated_Dataset-main\Images\UP5.jpg,SYNTHETIC_PROTOTYPE
VH-000117,KL45C4411,KL,Car,NO,Toyota,Innova,Yellow,Southern Freight,VALID,2027-01-24,VALID,2027-03-14,VALID,2026-10-24,VALID,2026-11-02,FT-000117,ACTIVE,ACTIVE,CHASSIS-SYN-000117,ENGINE-SYN-000117,KL10,dataset\NumberPlate_Annotated_Dataset-main\Images\KL10.jpg,SYNTHETIC_PROTOTYPE
VH-000118,AS01AR1986,AS,Car,NO,Toyota,Innova,Yellow,National Route Logistics,VALID,2027-07-21,VALID,2028-09-15,VALID,2027-08-06,VALID,2027-08-03,FT-000118,ACTIVE,ACTIVE,CHASSIS-SYN-000118,ENGINE-SYN-000118,AS17,dataset\NumberPlate_Annotated_Dataset-main\Images\AS17.jpg,SYNTHETIC_PROTOTYPE
VH-000119,BR01BD5042,BR,Bike,NO,TVS,Apache,White,Tamil Fleet Services,VALID,2026-10-30,VALID,2028-01-11,VALID,2027-08-22,VALID,2026-11-26,FT-000119,ACTIVE,ACTIVE,CHASSIS-SYN-000119,ENGINE-SYN-000119,BR18,dataset\NumberPlate_Annotated_Dataset-main\Images\BR18.jpg,SYNTHETIC_PROTOTYPE
VH-000120,AP31BG7827,AP,Mini Truck,YES,Mahindra,Bolero Pickup,Grey,Apex Logistics,VALID,2027-06-06,VALID,2028-08-29,VALID,2027-08-24,VALID,2027-06-30,FT-000120,ACTIVE,ACTIVE,CHASSIS-SYN-000120,ENGINE-SYN-000120,AP43,dataset\NumberPlate_Annotated_Dataset-main\Images\AP43.jpg,SYNTHETIC_PROTOTYPE
VH-000121,AS23H0770,AS,Mini Truck,YES,Mahindra,Bolero Pickup,Grey,Southern Freight,VALID,2026-11-10,VALID,2027-02-25,VALID,2027-03-17,VALID,2027-04-28,FT-000121,ACTIVE,ACTIVE,CHASSIS-SYN-000121,ENGINE-SYN-000121,AS5,dataset\NumberPlate_Annotated_Dataset-main\Images\AS5.jpg,SYNTHETIC_PROTOTYPE
VH-000122,AN01M4M,AN,Car,NO,Toyota,Innova,Yellow,Southern Freight,VALID,2027-05-23,VALID,2026-10-25,VALID,2027-05-09,VALID,2027-07-25,FT-000122,ACTIVE,ACTIVE,CHASSIS-SYN-000122,ENGINE-SYN-000122,AN4,dataset\NumberPlate_Annotated_Dataset-main\Images\AN4.jpg,SYNTHETIC_PROTOTYPE
VH-000123,WB08A4101,WB,Truck,YES,Ashok Leyland,AVTR,White,Southern Freight,VALID,2027-08-22,VALID,2027-05-23,VALID,2026-11-23,VALID,2027-05-24,FT-000123,ACTIVE,ACTIVE,CHASSIS-SYN-000123,ENGINE-SYN-000123,WB11,dataset\NumberPlate_Annotated_Dataset-main\Images\WB11.jpg,SYNTHETIC_PROTOTYPE
VH-000124,KA04MK312,KA,Bike,NO,TVS,Apache,Red,Kaveri Transport,VALID,2029-02-28,VALID,2027-06-16,VALID,2027-08-28,VALID,2027-05-15,FT-000124,INACTIVE,ACTIVE,CHASSIS-SYN-000124,ENGINE-SYN-000124,KA18,dataset\NumberPlate_Annotated_Dataset-main\Images\KA18.jpg,SYNTHETIC_PROTOTYPE
VH-000125,WB061061,WB,Bike,NO,TVS,Apache,Black,Sri Lakshmi Logistics,EXPIRED,2026-05-24,VALID,2027-07-07,VALID,2027-03-13,EXPIRED,2026-08-31,FT-000125,ACTIVE,ACTIVE,CHASSIS-SYN-000125,ENGINE-SYN-000125,WB19,dataset\NumberPlate_Annotated_Dataset-main\Images\WB19.jpg,SYNTHETIC_PROTOTYPE
VH-000126,AR048395,AR,Truck,YES,Ashok Leyland,AVTR,Blue,Coastal Commercials,VALID,2028-07-09,VALID,2028-09-15,VALID,2027-07-13,VALID,2027-07-07,FT-000126,ACTIVE,ACTIVE,CHASSIS-SYN-000126,ENGINE-SYN-000126,AR1,dataset\NumberPlate_Annotated_Dataset-main\Images\AR1.jpg,SYNTHETIC_PROTOTYPE
VH-000127,RJ23CB2272,RJ,Car,NO,Maruti,Ertiga,White,Kaveri Transport,EXPIRED,2026-07-20,VALID,2028-04-26,VALID,2027-09-01,VALID,2027-07-09,FT-000127,ACTIVE,ACTIVE,CHASSIS-SYN-000127,ENGINE-SYN-000127,RJ6,dataset\NumberPlate_Annotated_Dataset-main\Images\RJ6.jpg,SYNTHETIC_PROTOTYPE
VH-000128,MP45G0872,MP,Truck,YES,Tata,Prima,White,Chennai Cargo,VALID,2027-12-11,VALID,2027-02-07,VALID,2027-09-11,VALID,2027-02-26,FT-000128,ACTIVE,ACTIVE,CHASSIS-SYN-000128,ENGINE-SYN-000128,MP9,dataset\NumberPlate_Annotated_Dataset-main\Images\MP9.jpg,SYNTHETIC_PROTOTYPE
VH-000129,KL43G6619,KL,Truck,YES,BharatBenz,3123R,Yellow,Kaveri Transport,VALID,2029-01-23,VALID,2026-12-03,VALID,2027-01-18,VALID,2027-09-16,FT-000129,ACTIVE,ACTIVE,CHASSIS-SYN-000129,ENGINE-SYN-000129,KL15,dataset\NumberPlate_Annotated_Dataset-main\Images\KL15.jpg,SYNTHETIC_PROTOTYPE
VH-000130,DL10C05520,DL,Truck,YES,BharatBenz,3123R,Black,Coastal Commercials,VALID,2028-11-12,VALID,2027-01-24,VALID,2027-05-04,VALID,2027-08-03,FT-000130,INACTIVE,ACTIVE,CHASSIS-SYN-000130,ENGINE-SYN-000130,DL30,dataset\NumberPlate_Annotated_Dataset-main\Images\DL30.jpg,SYNTHETIC_PROTOTYPE
VH-000131,DN09H0968,DN,Truck,YES,Tata,Prima,White,GreenLine Transport,VALID,2027-07-07,VALID,2027-05-05,VALID,2027-04-17,VALID,2026-11-11,FT-000131,ACTIVE,ACTIVE,CHASSIS-SYN-000131,ENGINE-SYN-000131,DN3,dataset\NumberPlate_Annotated_Dataset-main\Images\DN3.jpg,SYNTHETIC_PROTOTYPE
VH-000132,MH11CQ8516,MH,Truck,YES,BharatBenz,3123R,Grey,Southern Freight,VALID,2027-03-18,VALID,2027-07-21,VALID,2027-08-03,VALID,2026-12-07,FT-000132,ACTIVE,ACTIVE,CHASSIS-SYN-000132,ENGINE-SYN-000132,MH10,dataset\NumberPlate_Annotated_Dataset-main\Images\MH10.jpg,SYNTHETIC_PROTOTYPE
VH-000133,PB11BN6101,PB,Bike,NO,Bajaj,Pulsar,Silver,GreenLine Transport,VALID,2027-04-21,VALID,2027-04-07,VALID,2027-03-29,EXPIRED,2026-08-21,FT-000133,ACTIVE,ACTIVE,CHASSIS-SYN-000133,ENGINE-SYN-000133,PB10,dataset\NumberPlate_Annotated_Dataset-main\Images\PB10.jpg,SYNTHETIC_PROTOTYPE
VH-000134,HP54C6564,HP,Car,NO,Maruti,Ertiga,White,Metro Transit,VALID,2027-05-17,VALID,2028-08-12,EXPIRED,2026-06-08,VALID,2026-12-18,FT-000134,KYC_PENDING,ACTIVE,CHASSIS-SYN-000134,ENGINE-SYN-000134,HP19,dataset\NumberPlate_Annotated_Dataset-main\Images\HP19.jpg,SYNTHETIC_PROTOTYPE
VH-000135,NL02C3947,NL,Bus,YES,Volvo,9400,Black,Kaveri Transport,EXPIRED,2026-06-14,VALID,2027-08-06,VALID,2027-07-25,VALID,2027-08-28,FT-000135,ACTIVE,ACTIVE,CHASSIS-SYN-000135,ENGINE-SYN-000135,NL4,dataset\NumberPlate_Annotated_Dataset-main\Images\NL4.jpg,SYNTHETIC_PROTOTYPE
VH-000136,KA38M8037,KA,Mini Truck,YES,Mahindra,Bolero Pickup,Red,National Route Logistics,VALID,2027-07-21,VALID,2026-12-09,VALID,2027-01-02,VALID,2027-01-18,FT-000136,ACTIVE,ACTIVE,CHASSIS-SYN-000136,ENGINE-SYN-000136,KA25,dataset\NumberPlate_Annotated_Dataset-main\Images\KA25.jpg,SYNTHETIC_PROTOTYPE
VH-000137,DL10CA0986,DL,Car,NO,Toyota,Innova,Red,Tamil Fleet Services,VALID,2028-11-14,EXPIRED,2026-08-02,EXPIRED,2026-08-29,VALID,2026-12-01,FT-000137,ACTIVE,ACTIVE,CHASSIS-SYN-000137,ENGINE-SYN-000137,DL27,dataset\NumberPlate_Annotated_Dataset-main\Images\DL27.jpg,SYNTHETIC_PROTOTYPE
VH-000138,UK106679,UK,Bus,YES,Tata,Starbus,Yellow,Apex Logistics,VALID,2027-04-20,VALID,2028-07-15,VALID,2027-03-07,VALID,2027-08-13,FT-000138,ACTIVE,ACTIVE,CHASSIS-SYN-000138,ENGINE-SYN-000138,UK5,dataset\NumberPlate_Annotated_Dataset-main\Images\UK5.jpg,SYNTHETIC_PROTOTYPE
VH-000139,JK09B7745,JK,Mini Truck,YES,Tata,407,Grey,Sri Lakshmi Logistics,VALID,2026-11-10,VALID,2027-06-04,VALID,2027-03-02,VALID,2026-11-26,FT-000139,ACTIVE,ACTIVE,CHASSIS-SYN-000139,ENGINE-SYN-000139,JK16,dataset\NumberPlate_Annotated_Dataset-main\Images\JK16.jpg,SYNTHETIC_PROTOTYPE
VH-000140,HR29R9466,HR,Bus,YES,Volvo,9400,Red,Coastal Commercials,VALID,2027-06-02,VALID,2027-11-07,VALID,2026-11-18,VALID,2027-06-07,FT-000140,ACTIVE,ACTIVE,CHASSIS-SYN-000140,ENGINE-SYN-000140,HR12,dataset\NumberPlate_Annotated_Dataset-main\Images\HR12.jpg,SYNTHETIC_PROTOTYPE
VH-000141,DL9CAP8884,DL,Bus,YES,Volvo,9400,Black,Metro Transit,VALID,2027-01-18,VALID,2027-05-22,VALID,2027-06-30,EXPIRED,2026-07-26,FT-000141,ACTIVE,ACTIVE,CHASSIS-SYN-000141,ENGINE-SYN-000141,DL11,dataset\NumberPlate_Annotated_Dataset-main\Images\DL11.jpg,SYNTHETIC_PROTOTYPE
