transaction_id,registration_number,fastag_id,toll_plaza,timestamp,transaction_status,amount,event_type
FT-TXN-000210,MH12HF5057,FT-000210,Trichy Toll Plaza,2026-09-22T10:51:00,SUCCESS,137.08,NORMAL
FT-TXN-000211,GA06E3855,FT-000211,Chennai Toll Plaza,2026-09-22T16:02:00,SUCCESS,155.94,NORMAL
FT-TXN-000212,AP31TV7236,FT-000212,Vellore Toll Plaza,2026-09-22T11:36:00,SUCCESS,213.29,NORMAL
FT-TXN-000213,AR118724,FT-000213,Tirunelveli Toll Plaza,2026-09-22T11:26:00,SUCCESS,142.95,NORMAL
FT-TXN-000214,WB12AX2987,FT-000214,Coimbatore Toll Plaza,2026-09-22T19:57:00,SUCCESS,73.4,NORMAL
FT-TXN-000215,GA01R6315,FT-000215,Coimbatore Toll Plaza,2026-09-22T08:42:00,SUCCESS,144.69,NORMAL
FT-TXN-000216,GJ34B9811,FT-000216,Trichy Toll Plaza,2026-09-22T09:33:00,SUCCESS,163.17,NORMAL
FT-TXN-000217,JK02AG2454,FT-000217,Salem Toll Plaza,2026-09-22T17:26:00,EXCEPTION,124.87,NORMAL
FT-TXN-000218,TS09EZ9296,FT-000218,Chennai Toll Plaza,2026-09-22T09:22:00,SUCCESS,58.18,NORMAL
FT-TXN-000219,UP32CX3400,FT-000219,Salem Toll Plaza,2026-09-22T17:44:00,SUCCESS,174.43,NORMAL
FT-TXN-000220,HR4281329,FT-000220,Salem Toll Plaza,2026-09-22T18:29:00,SUCCESS,176.97,NORMAL
FT-TXN-000221,TS21J8351,FT-000221,Trichy Toll Plaza,2026-09-22T11:04:00,SUCCESS,63.65,NORMAL
FT-TXN-000222,MH36H5700,FT-000222,Madurai Toll Plaza,2026-09-22T17:49:00,SUCCESS,153.02,NORMAL
FT-TXN-000223,GJ06JE4788,FT-000223,Tirunelveli Toll Plaza,2026-09-22T19:18:00,SUCCESS,132.86,NORMAL
FT-TXN-000224,PY02S9326,FT-000224,Chennai Toll Plaza,2026-09-22T14:25:00,SUCCESS,96.18,NORMAL
FT-TXN-000225,MP07CA5563,FT-000225,Coimbatore Toll Plaza,2026-09-22T09:46:00,SUCCESS,109.51,NORMAL
FT-TXN-000226,JK02BJ4045,FT-000226,Tirunelveli Toll Plaza,2026-09-22T09:20:00,SUCCESS,149.04,NORMAL
FT-TXN-000227,PB11BG7347,FT-000227,Trichy Toll Plaza,2026-09-22T17:57:00,SUCCESS,70.85,NORMAL
FT-TXN-000228,TN19Q0835,FT-000228,Coimbatore Toll Plaza,2026-09-22T19:23:00,SUCCESS,145.47,NORMAL
FT-TXN-000229,UP57H8173,FT-000229,Madurai Toll Plaza,2026-09-22T10:22:00,SUCCESS,181.52,NORMAL
FT-TXN-000230,GA07K7150,FT-000230,Chennai Toll Plaza,2026-09-22T18:51:00,SUCCESS,172.78,NORMAL
FT-TXN-000231,GJ06DQ3712,FT-000231,Thanjavur Toll Plaza,2026-09-22T18:26:00,SUCCESS,94.95,NORMAL
FT-TXN-000232,GJ06DG9355,FT-000232,Tirunelveli Toll Plaza,2026-09-22T14:18:00,SUCCESS,70.2,NORMAL
FT-TXN-000233,JK02BJ7997,FT-000233,Vellore Toll Plaza,2026-09-22T10:44:00,SUCCESS,194.46,NORMAL
FT-TXN-000234,AS23H2866,FT-000234,Vellore Toll Plaza,2026-09-22T19:56:00,SUCCESS,199.92,NORMAL
FT-TXN-000235,WB02AA5580,FT-000235,Vellore Toll Plaza,2026-09-22T12:07:00,SUCCESS,127.98,NORMAL
FT-TXN-000236,CG22AB1111,FT-000236,Chennai Toll Plaza,2026-09-22T17:52:00,SUCCESS,116.84,NORMAL
FT-TXN-000237,MH12KN8366,FT-000237,Madurai Toll Plaza,2026-09-22T13:33:00,SUCCESS,85.05,NORMAL
FT-TXN-000238,AS04X2780,FT-000238,Thanjavur Toll Plaza,2026-09-22T10:09:00,SUCCESS,98.52,NORMAL
FT-TXN-000239,GJ06PA0097,FT-000239,Chennai Toll Plaza,2026-09-22T15:13:00,SUCCESS,89.61,NORMAL
FT-TXN-000240,AP39JJ5441,FT-000240,Trichy Toll Plaza,2026-09-22T12:50:00,SUCCESS,188.04,NORMAL
FT-TXN-000241,GA05B5077,FT-000241,Tirunelveli Toll Plaza,2026-09-22T13:31:00,SUCCESS,208.59,NORMAL
FT-TXN-000242,JH01Z3792,FT-000242,Madurai Toll Plaza,2026-09-22T12:58:00,SUCCESS,48.16,NORMAL
FT-TXN-000243,GA07K6090,FT-000243,Coimbatore Toll Plaza,2026-09-22T13:32:00,SUCCESS,210.12,NORMAL
FT-TXN-000244,JH01DB1881,FT-000244,Chennai Toll Plaza,2026-09-22T08:57:00,EXCEPTION,153.65,NORMAL
FT-TXN-000245,ML04C0056,FT-000245,Madurai Toll Plaza,2026-09-22T14:38:00,SUCCESS,157.41,NORMAL
FT-TXN-000246,AP31DA0020,FT-000246,Chennai Toll Plaza,2026-09-22T17:59:00,SUCCESS,77.75,NORMAL
FT-TXN-000247,MH49AS5099,FT-000247,Madurai Toll Plaza,2026-09-22T08:00:00,SUCCESS,216.35,NORMAL
FT-TXN-000248,KA03NC7167,FT-000248,Chennai Toll Plaza,2026-09-22T11:01:00,SUCCESS,47.46,NORMAL
FT-TXN-000249,HR26BY4812,FT-000249,Salem Toll Plaza,2026-09-22T14:15:00,SUCCESS,209.68,NORMAL
FT-TXN-000250,ML05L5154,FT-000250,Trichy Toll Plaza,2026-09-22T16:30:00,SUCCESS,140.06,NORMAL
FT-TXN-000251,TR01X0482,FT-000251,Salem Toll Plaza,2026-09-22T17:33:00,SUCCESS,145.77,NORMAL
FT-TXN-000252,HR20X8432,FT-000252,Salem Toll Plaza,2026-09-22T14:50:00,SUCCESS,73.43,NORMAL
FT-TXN-000253,DN09D2724,FT-000253,Coimbatore Toll Plaza,2026-09-22T09:53:00,SUCCESS,81.54,NORMAL
FT-TXN-000254,PB08C03690,FT-000254,Trichy Toll Plaza,2026-09-22T10:49:00,SUCCESS,95.44,NORMAL
FT-TXN-000255,CG12AG1130,FT-000255,Tirunelveli Toll Plaza,2026-09-22T17:21:00,SUCCESS,103.31,NORMAL
FT-TXN-000256,ML05D0571,FT-000256,Madurai Toll Plaza,2026-09-22T17:12:00,SUCCESS,106.49,NORMAL
FT-TXN-000257,HR71F9259,FT-000257,Salem Toll Plaza,2026-09-22T10:20:00,SUCCESS,100.08,NORMAL
FT-TXN-000258,OD02L4656,FT-000258,Tirunelveli Toll Plaza,2026-09-22T14:49:00,SUCCESS,148.99,NORMAL
FT-TXN-000259,HR29AS0015,FT-000259,Thanjavur Toll Plaza,2026-09-22T16:53:00,SUCCESS,118.68,NORMAL
FT-TXN-000260,JK05H3594,FT-000260,Trichy Toll Plaza,2026-09-22T19:33:00,SUCCESS,138.89,NORMAL
FT-TXN-000261,AP04BA4464,FT-000261,Salem Toll Plaza,2026-09-22T11:20:00,SUCCESS,97.34,NORMAL
FT-TXN-000262,AR08983,FT-000262,Tirunelveli Toll Plaza,2026-09-22T13:14:00,SUCCESS,77.84,NORMAL
FT-TXN-000263,HP24C8D32,FT-000263,Vellore Toll Plaza,2026-09-22T16:12:00,SUCCESS,213.06,NORMAL
FT-TXN-000264,AP05BY7799,FT-000264,Salem Toll Plaza,2026-09-22T12:31:00,SUCCESS,59.21,NORMAL
FT-TXN-000265,HR51BU8218,FT-000265,Vellore Toll Plaza,2026-09-22T12:52:00,SUCCESS,193.22,NORMAL
FT-TXN-000266,PY02S7828,FT-000266,Vellore Toll Plaza,2026-09-22T16:31:00,SUCCESS,94.04,NORMAL
FT-TXN-000267,UP52AH9705,FT-000267,Coimbatore Toll Plaza,2026-09-22T14:27:00,SUCCESS,59.18,NORMAL
FT-TXN-000268,DN09H2191,FT-000268,Tirunelveli Toll Plaza,2026-09-22T15:51:00,SUCCESS,138.32,NORMAL
FT-TXN-000269,SK01T3835,FT-000269,Madurai Toll Plaza,2026-09-22T10:39:00,SUCCESS,207.03,NORMAL
FT-TXN-000270,ML133317,FT-000270,Madurai Toll Plaza,2026-09-22T12:53:00,SUCCESS,131.76,NORMAL
FT-TXN-000271,TS13EK6213,FT-000271,Tirunelveli Toll Plaza,2026-09-22T15:44:00,SUCCESS,142.91,NORMAL
FT-TXN-000272,JK10A5217,FT-000272,Madurai Toll Plaza,2026-09-22T14:29:00,EXCEPTION,80.5,NORMAL
FT-TXN-000273,DL9CAU4743,FT-000273,Thanjavur Toll Plaza,2026-09-22T09:36:00,SUCCESS,86.21,NORMAL
FT-TXN-000274,PB35F9333,FT-000274,Chennai Toll Plaza,2026-09-22T13:50:00,SUCCESS,108.47,NORMAL
FT-TXN-000275,DN0909704,FT-000275,Chennai Toll Plaza,2026-09-22T18:52:00,SUCCESS,152.03,NORMAL
FT-TXN-000276,CG09JA2359,FT-000276,Chennai Toll Plaza,2026-09-22T10:48:00,SUCCESS,157.37,NORMAL
FT-TXN-000277,KL02AF6723,FT-000277,Vellore Toll Plaza,2026-09-22T08:24:00,SUCCESS,162.66,NORMAL
FT-TXN-000278,KL46R3613,FT-000278,Chennai Toll Plaza,2026-09-22T11:37:00,SUCCESS,178.57,NORMAL
FT-TXN-000279,RJ20UB0137,FT-000279,Trichy Toll Plaza,2026-09-22T08:10:00,EXCEPTION,73.97,NORMAL
FT-TXN-000280,HR09G8378,FT-000280,Trichy Toll Plaza,2026-09-22T12:56:00,SUCCESS,65.2,NORMAL
FT-TXN-000281,HP52B5958,FT-000281,Salem Toll Plaza,2026-09-22T08:13:00,EXCEPTION,192.69,NORMAL
FT-TXN-000282,AS01AT8119,FT-000282,Thanjavur Toll Plaza,2026-09-22T15:08:00,SUCCESS,53.89,NORMAL
FT-TXN-000283,DL4CNA7231,FT-000283,Vellore Toll Plaza,2026-09-22T14:07:00,SUCCESS,110.95,NORMAL
FT-TXN-000284,JK02CC0447,FT-000284,Vellore Toll Plaza,2026-09-22T08:25:00,EXCEPTION,73.63,NORMAL
FT-TXN-000285,DL11CA4900,FT-000285,Trichy Toll Plaza,2026-09-22T17:02:00,SUCCESS,166.83,NORMAL
FT-TXN-000286,JK10A4638,FT-000286,Coimbatore Toll Plaza,2026-09-22T11:06:00,SUCCESS,61.2,NORMAL
FT-TXN-000287,DL3CBS5881,FT-000287,Madurai Toll Plaza,2026-09-22T08:21:00,SUCCESS,109.86,NORMAL
FT-TXN-000288,WB02M8447,FT-000288,Vellore Toll Plaza,2026-09-22T15:37:00,SUCCESS,214.69,NORMAL
FT-TXN-000289,KL34A7564,FT-000289,Chennai Toll Plaza,2026-09-22T14:22:00,SUCCESS,59.66,NORMAL
FT-TXN-000290,TN47T4464,FT-000290,Madurai Toll Plaza,2026-09-22T16:07:00,SUCCESS,112.83,NORMAL
FT-TXN-000291,JH01BX0013,FT-000291,Madurai Toll Plaza,2026-09-22T12:39:00,SUCCESS,66.58,NORMAL
FT-TXN-000292,ML05J3288,FT-000292,Trichy Toll Plaza,2026-09-22T11:38:00,SUCCESS,174.99,NORMAL
FT-TXN-000293,PB65AN2583,FT-000293,Madurai Toll Plaza,2026-09-22T17:27:00,SUCCESS,146.03,NORMAL
FT-TXN-000294,CG07R2684,FT-000294,Salem Toll Plaza,2026-09-22T11:14:00,SUCCESS,176.25,NORMAL
FT-TXN-000295,AS01AN8668,FT-000295,Tirunelveli Toll Plaza,2026-09-22T17:47:00,SUCCESS,200.85,NORMAL
FT-TXN-000296,ML05H1958,FT-000296,Chennai Toll Plaza,2026-09-22T10:44:00,SUCCESS,74.93,NORMAL
FT-TXN-000297,JK11D8143,FT-000297,Coimbatore Toll Plaza,2026-09-22T19:07:00,SUCCESS,61.13,NORMAL
FT-TXN-000298,OD22J9911,FT-000298,Chennai Toll Plaza,2026-09-22T10:23:00,SUCCESS,48.96,NORMAL
FT-TXN-000299,SK04P1320,FT-000299,Tirunelveli Toll Plaza,2026-09-22T08:06:00,SUCCESS,91.59,NORMAL
FT-TXN-000300,CG04HD6930,FT-000300,Chennai Toll Plaza,2026-09-22T19:34:00,SUCCESS,182.48,NORMAL
FT-TXN-000301,UP85BN4203,FT-000301,Salem Toll Plaza,2026-09-22T14:39:00,SUCCESS,206.3,NORMAL
FT-TXN-000302,KA51P7755,FT-000302,Tirunelveli Toll Plaza,2026-09-22T09:44:00,SUCCESS,46.53,NORMAL
FT-TXN-000303,SK01PB3596,FT-000303,Thanjavur Toll Plaza,2026-09-22T10:41:00,SUCCESS,98.67,NORMAL
FT-TXN-000304,OD02J0435,FT-000304,Vellore Toll Plaza,2026-09-22T08:44:00,SUCCESS,126.27,NORMAL
FT-TXN-000305,ML05H6564,FT-000305,Chennai Toll Plaza,2026-09-22T15:24:00,SUCCESS,160.7,NORMAL
FT-TXN-000306,HR29K7840,FT-000306,Vellore Toll Plaza,2026-09-22T14:02:00,SUCCESS,165.75,NORMAL
FT-TXN-000307,WB36G6682,FT-000307,Tirunelveli Toll Plaza,2026-09-22T13:15:00,SUCCESS,48.27,NORMAL
FT-TXN-000308,AS06U1295,FT-000308,Vellore Toll Plaza,2026-09-22T10:06:00,SUCCESS,95.14,NORMAL
FT-TXN-000309,KL03S6394,FT-000309,Madurai Toll Plaza,2026-09-22T14:11:00,SUCCESS,148.56,NORMAL
FT-TXN-000310,AN01D4163,FT-000310,Vellore Toll Plaza,2026-09-22T17:35:00,SUCCESS,104.58,NORMAL
FT-TXN-000311,CG04FJ5834,FT-000311,Chennai Toll Plaza,2026-09-22T14:12:00,SUCCESS,191.15,NORMAL
FT-TXN-000312,HR29AQ4939,FT-000312,Thanjavur Toll Plaza,2026-09-22T10:42:00,SUCCESS,65.97,NORMAL
FT-TXN-000313,UK07AM5665,FT-000313,Chennai Toll Plaza,2026-09-22T13:04:00,EXCEPTION,90.58,NORMAL
FT-TXN-000314,ML08E9223,FT-000314,Vellore Toll Plaza,2026-09-22T15:08:00,EXCEPTION,197.02,NORMAL
FT-TXN-000315,UP70ET7816,FT-000315,Tirunelveli Toll Plaza,2026-09-22T17:40:00,SUCCESS,192.08,NORMAL
FT-TXN-000316,PB13AF6756,FT-000316,Coimbatore Toll Plaza,2026-09-22T11:57:00,SUCCESS,55.85,NORMAL
FT-TXN-000317,OD25F7400,FT-000317,Thanjavur Toll Plaza,2026-09-22T09:04:00,SUCCESS,213.18,NORMAL
FT-TXN-000318,MH48AC6244,FT-000318,Thanjavur Toll Plaza,2026-09-22T10:13:00,SUCCESS,106.48,NORMAL
FT-TXN-000319,NL07T0937,FT-000319,Trichy Toll Plaza,2026-09-22T12:44:00,SUCCESS,72.05,NORMAL
FT-TXN-000320,ML111909,FT-000320,Trichy Toll Plaza,2026-09-22T15:53:00,SUCCESS,129.91,NORMAL
FT-TXN-000321,KA51D9662,FT-000321,Tirunelveli Toll Plaza,2026-09-22T11:15:00,SUCCESS,109.49,NORMAL
FT-TXN-000322,KL07BU7707,FT-000322,Tirunelveli Toll Plaza,2026-09-22T19:23:00,SUCCESS,109.57,NORMAL
FT-TXN-000323,MH04DR8508,FT-000323,Tirunelveli Toll Plaza,2026-09-22T10:25:00,SUCCESS,79.0,NORMAL
FT-TXN-000324,JH09AA2570,FT-000324,Coimbatore Toll Plaza,2026-09-22T18:33:00,SUCCESS,139.47,NORMAL
FT-TXN-000325,AS06Q4437,FT-000325,Thanjavur Toll Plaza,2026-09-22T18:28:00,SUCCESS,179.27,NORMAL
FT-TXN-000326,PB06AN6162,FT-000326,Madurai Toll Plaza,2026-09-22T10:32:00,SUCCESS,164.21,NORMAL
FT-TXN-000327,AP31TP2282,FT-000327,Trichy Toll Plaza,2026-09-22T14:35:00,SUCCESS,63.5,NORMAL
FT-TXN-000328,PB08BF6160,FT-000328,Chennai Toll Plaza,2026-09-22T12:14:00,SUCCESS,212.39,NORMAL
FT-TXN-000329,UP16U3849,FT-000329,Thanjavur Toll Plaza,2026-09-22T18:17:00,SUCCESS,185.87,NORMAL
FT-TXN-000330,DL12CK8643,FT-000330,Chennai Toll Plaza,2026-09-22T17:30:00,SUCCESS,178.33,NORMAL
FT-TXN-000331,TN07BT5778,FT-000331,Coimbatore Toll Plaza,2026-09-22T13:34:00,SUCCESS,67.06,NORMAL
FT-TXN-000332,DL10CH1252,FT-000332,Tirunelveli Toll Plaza,2026-09-22T11:28:00,SUCCESS,195.69,NORMAL
FT-TXN-000333,HP48B2252,FT-000333,Thanjavur Toll Plaza,2026-09-22T19:44:00,EXCEPTION,210.17,NORMAL
FT-TXN-000334,ML05G6098,FT-000334,Tirunelveli Toll Plaza,2026-09-22T10:14:00,SUCCESS,141.55,NORMAL
FT-TXN-000335,GJ09AG8384,FT-000335,Thanjavur Toll Plaza,2026-09-22T12:18:00,SUCCESS,96.51,NORMAL
FT-TXN-000336,HP20E3953,FT-000336,Madurai Toll Plaza,2026-09-22T19:35:00,SUCCESS,66.54,NORMAL
FT-TXN-000337,MP04CL3546,FT-000337,Coimbatore Toll Plaza,2026-09-22T17:54:00,SUCCESS,219.92,NORMAL
FT-TXN-000338,AP16BS4500,FT-000338,Salem Toll Plaza,2026-09-22T15:26:00,SUCCESS,142.6,NORMAL
FT-TXN-000339,CG13AE4060,FT-000339,Vellore Toll Plaza,2026-09-22T19:24:00,SUCCESS,147.49,NORMAL
FT-TXN-000340,GJ05RE8119,FT-000340,Trichy Toll Plaza,2026-09-22T18:55:00,SUCCESS,178.7,NORMAL
FT-TXN-000341,OD01Q4668,FT-000341,Salem Toll Plaza,2026-09-22T09:28:00,SUCCESS,177.17,NORMAL
FT-TXN-000342,UP32BF3577,FT-000342,Chennai Toll Plaza,2026-09-22T09:20:00,SUCCESS,75.39,NORMAL
FT-TXN-000343,AP04AS8753,FT-000343,Chennai Toll Plaza,2026-09-22T11:19:00,SUCCESS,110.72,NORMAL
FT-TXN-000344,DN09C0868,FT-000344,Chennai Toll Plaza,2026-09-22T09:57:00,SUCCESS,134.73,NORMAL
FT-TXN-000345,UP16AJ0704,FT-000345,Thanjavur Toll Plaza,2026-09-22T10:31:00,SUCCESS,191.75,NORMAL
FT-TXN-000346,MP09BD1270,FT-000346,Thanjavur Toll Plaza,2026-09-22T09:11:00,SUCCESS,125.26,NORMAL
FT-TXN-000347,GJ06HS1855,FT-000347,Vellore Toll Plaza,2026-09-22T18:03:00,SUCCESS,114.74,NORMAL
FT-TXN-000348,JK02ACB876,FT-000348,Tirunelveli Toll Plaza,2026-09-22T16:35:00,EXCEPTION,91.58,NORMAL
FT-TXN-000349,HP01A7630,FT-000349,Chennai Toll Plaza,2026-09-22T08:48:00,SUCCESS,182.85,NORMAL
FT-TXN-000350,TS07EL3335,FT-000350,Salem Toll Plaza,2026-09-22T12:52:00,SUCCESS,140.66,NORMAL
FT-TXN-000351,HR26BQ8176,FT-000351,Madurai Toll Plaza,2026-09-22T09:47:00,SUCCESS,50.27,NORMAL
FT-TXN-000352,HP666807,FT-000352,Tirunelveli Toll Plaza,2026-09-22T09:21:00,SUCCESS,189.11,NORMAL
FT-TXN-000353,HP22E8000,FT-000353,Madurai Toll Plaza,2026-09-22T08:30:00,SUCCESS,196.79,NORMAL
FT-TXN-000354,SK01PA2969,FT-000354,Trichy Toll Plaza,2026-09-22T14:20:00,SUCCESS,138.39,NORMAL
FT-TXN-000355,GJ01RA8370,FT-000355,Chennai Toll Plaza,2026-09-22T19:00:00,SUCCESS,110.5,NORMAL
FT-TXN-000356,ML04B8389,FT-000356,Coimbatore Toll Plaza,2026-09-22T17:20:00,SUCCESS,98.31,NORMAL
FT-TXN-000357,HR10AE9885,FT-000357,Vellore Toll Plaza,2026-09-22T15:01:00,SUCCESS,175.08,NORMAL
FT-TXN-000358,AS07AC6653,FT-000358,Tirunelveli Toll Plaza,2026-09-22T13:55:00,SUCCESS,118.58,NORMAL
FT-TXN-000359,NL078440,FT-000359,Chennai Toll Plaza,2026-09-22T13:52:00,SUCCESS,173.17,NORMAL
FT-TXN-000360,RJ14CW4115,FT-000360,Tirunelveli Toll Plaza,2026-09-22T18:07:00,SUCCESS,75.29,NORMAL
FT-TXN-000361,UP14AK8604,FT-000361,Salem Toll Plaza,2026-09-22T12:12:00,SUCCESS,81.28,NORMAL
FT-TXN-000362,TR03H0259,FT-000362,Tirunelveli Toll Plaza,2026-09-22T08:29:00,SUCCESS,148.43,NORMAL
FT-TXN-000363,JK02W2657,FT-000363,Salem Toll Plaza,2026-09-22T09:00:00,SUCCESS,72.1,NORMAL
FT-TXN-000364,HP302165,FT-000364,Trichy Toll Plaza,2026-09-22T16:07:00,SUCCESS,208.18,NORMAL
FT-TXN-000365,DL6CL0457,FT-000365,Madurai Toll Plaza,2026-09-22T14:13:00,SUCCESS,208.06,NORMAL
FT-TXN-000366,KA03MQ6984,FT-000366,Trichy Toll Plaza,2026-09-22T17:46:00,SUCCESS,190.15,NORMAL
FT-TXN-000367,DN09J0032,FT-000367,Trichy Toll Plaza,2026-09-22T16:33:00,SUCCESS,153.29,NORMAL
FT-TXN-000368,PB07BL8058,FT-000368,Salem Toll Plaza,2026-09-22T10:04:00,SUCCESS,107.67,NORMAL
FT-TXN-000369,RJ14CF5807,FT-000369,Chennai Toll Plaza,2026-09-22T13:26:00,SUCCESS,112.64,NORMAL
FT-TXN-000370,CG07BR3255,FT-000370,Salem Toll Plaza,2026-09-22T15:09:00,SUCCESS,190.13,NORMAL
FT-TXN-000371,BR01BR5435,FT-000371,Madurai Toll Plaza,2026-09-22T18:59:00,EXCEPTION,56.68,NORMAL
FT-TXN-000372,TR02L0569,FT-000372,Coimbatore Toll Plaza,2026-09-22T15:40:00,SUCCESS,152.33,NORMAL
FT-TXN-000373,ML069642,FT-000373,Thanjavur Toll Plaza,2026-09-22T12:45:00,SUCCESS,47.23,NORMAL
FT-TXN-000374,MH12FK1392,FT-000374,Salem Toll Plaza,2026-09-22T18:57:00,SUCCESS,169.98,NORMAL
FT-TXN-000375,UP32HY6077,FT-000375,Madurai Toll Plaza,2026-09-22T10:55:00,SUCCESS,61.74,NORMAL
FT-TXN-000376,AP10AS3445,FT-000376,Thanjavur Toll Plaza,2026-09-22T19:32:00,SUCCESS,162.04,NORMAL
FT-TXN-000377,CG07MA2529,FT-000377,Salem Toll Plaza,2026-09-22T13:04:00,SUCCESS,90.8,NORMAL
FT-TXN-000378,OR02BV0701,FT-000378,Tirunelveli Toll Plaza,2026-09-22T15:30:00,SUCCESS,80.58,NORMAL
FT-TXN-000379,JK01AF7715,FT-000379,Thanjavur Toll Plaza,2026-09-22T17:51:00,SUCCESS,112.15,NORMAL
FT-TXN-000380,NL02C6709,FT-000380,Chennai Toll Plaza,2026-09-22T18:25:00,SUCCESS,165.42,NORMAL
FT-TXN-000381,GJ16CH9827,FT-000381,Vellore Toll Plaza,2026-09-22T13:12:00,SUCCESS,59.1,NORMAL
FT-TXN-000382,AS23E0596,FT-000382,Tirunelveli Toll Plaza,2026-09-22T16:13:00,SUCCESS,53.17,NORMAL
FT-TXN-000383,JK072483,FT-000383,Salem Toll Plaza,2026-09-22T10:21:00,SUCCESS,152.67,NORMAL
FT-TXN-000384,AS01DS7523,FT-000384,Tirunelveli Toll Plaza,2026-09-22T15:22:00,SUCCESS,112.08,NORMAL
FT-TXN-000385,PY01BD9020,FT-000385,Coimbatore Toll Plaza,2026-09-22T14:42:00,SUCCESS,92.78,NORMAL
FT-TXN-000386,HR29W8286,FT-000386,Salem Toll Plaza,2026-09-22T13:41:00,SUCCESS,80.01,NORMAL
FT-TXN-000387,MN01G5395,FT-000387,Thanjavur Toll Plaza,2026-09-22T13:31:00,SUCCESS,193.17,NORMAL
FT-TXN-000388,KA25P5080,FT-000388,Salem Toll Plaza,2026-09-22T17:58:00,SUCCESS,174.08,NORMAL
FT-TXN-000389,WB20H0271,FT-000389,Coimbatore Toll Plaza,2026-09-22T14:18:00,SUCCESS,186.83,NORMAL
FT-TXN-000390,TS09EG6565,FT-000390,Coimbatore Toll Plaza,2026-09-22T14:17:00,SUCCESS,137.75,NORMAL
FT-TXN-000391,JK10B2313,FT-000391,Vellore Toll Plaza,2026-09-22T14:28:00,EXCEPTION,166.52,NORMAL
FT-TXN-000392,JK01M4723,FT-000392,Trichy Toll Plaza,2026-09-22T08:30:00,SUCCESS,59.63,NORMAL
FT-TXN-000393,AP318L4935,FT-000393,Vellore Toll Plaza,2026-09-22T13:11:00,SUCCESS,57.94,NORMAL
FT-TXN-000394,PB10CX0209,FT-000394,Trichy Toll Plaza,2026-09-22T14:40:00,SUCCESS,45.82,NORMAL
FT-TXN-000395,AS25S6858,FT-000395,Salem Toll Plaza,2026-09-22T19:03:00,SUCCESS,186.85,NORMAL
FT-TXN-000396,GJ12CG2526,FT-000396,Salem Toll Plaza,2026-09-22T10:10:00,SUCCESS,162.82,NORMAL
FT-TXN-000397,GJ01RS0198,FT-000397,Thanjavur Toll Plaza,2026-09-22T09:31:00,SUCCESS,134.82,NORMAL
FT-TXN-000398,ML08B1100,FT-000398,Vellore Toll Plaza,2026-09-22T17:43:00,SUCCESS,174.34,NORMAL
FT-TXN-000399,RJ20CD5118,FT-000399,Madurai Toll Plaza,2026-09-22T17:22:00,SUCCESS,81.07,NORMAL
FT-TXN-000400,HP01N0304,FT-000400,Salem Toll Plaza,2026-09-22T15:59:00,SUCCESS,149.4,NORMAL
FT-TXN-000401,AP05DY3395,FT-000401,Trichy Toll Plaza,2026-09-22T13:47:00,SUCCESS,130.39,NORMAL
FT-TXN-000402,HP16A2014,FT-000402,Chennai Toll Plaza,2026-09-22T11:18:00,SUCCESS,59.23,NORMAL
FT-TXN-000403,MP65C0654,FT-000403,Coimbatore Toll Plaza,2026-09-22T13:46:00,SUCCESS,164.99,NORMAL
FT-TXN-000404,MN06LA0861,FT-000404,Madurai Toll Plaza,2026-09-22T17:53:00,SUCCESS,69.34,NORMAL
FT-TXN-000405,MH12KY6921,FT-000405,Salem Toll Plaza,2026-09-22T13:34:00,SUCCESS,126.01,NORMAL
FT-TXN-000406,MH12MF6822,FT-000406,Madurai Toll Plaza,2026-09-22T10:38:00,SUCCESS,51.43,NORMAL
FT-TXN-000407,AN01K9412,FT-000407,Coimbatore Toll Plaza,2026-09-22T10:34:00,SUCCESS,112.89,NORMAL
FT-TXN-000408,DL9CAU5573,FT-000408,Trichy Toll Plaza,2026-09-22T09:46:00,SUCCESS,76.99,NORMAL
FT-TXN-000409,ML04B8918,FT-000409,Salem Toll Plaza,2026-09-22T14:11:00,SUCCESS,62.47,NORMAL
FT-TXN-000410,MH12NJ5838,FT-000410,Coimbatore Toll Plaza,2026-09-22T14:10:00,SUCCESS,85.52,NORMAL
FT-TXN-000411,DL12CN8660,FT-000411,Chennai Toll Plaza,2026-09-22T10:27:00,EXCEPTION,145.87,NORMAL
FT-TXN-000412,HR51AQ0911,FT-000412,Thanjavur Toll Plaza,2026-09-22T11:24:00,SUCCESS,115.2,NORMAL
FT-TXN-000413,TN07AP0659,FT-000413,Chennai Toll Plaza,2026-09-22T14:21:00,SUCCESS,145.4,NORMAL
FT-TXN-000414,AP07AN3915,FT-000414,Coimbatore Toll Plaza,2026-09-22T18:57:00,SUCCESS,64.74,NORMAL
FT-TXN-000415,MH05BS3471,FT-000415,Thanjavur Toll Plaza,2026-09-22T10:57:00,SUCCESS,119.76,NORMAL
FT-TXN-000416,JK02AS3888,FT-000416,Salem Toll Plaza,2026-09-22T16:44:00,SUCCESS,176.72,NORMAL
FT-TXN-000417,MP20TA0919,FT-000417,Salem Toll Plaza,2026-09-22T08:17:00,EXCEPTION,219.03,NORMAL
FT-TXN-000418,DL12CJ9823,FT-000418,Thanjavur Toll Plaza,2026-09-22T08:54:00,SUCCESS,101.36,NORMAL
FT-TXN-000419,BR01DG6692,FT-000419,Tirunelveli Toll Plaza,2026-09-22T18:50:00,SUCCESS,52.11,NORMAL
